V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,P9,P10,Q10,P11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.053,-5.044,-14.814,-15.688,235.65,39.485,-3.984,10.041,1.6006,-1.8814,39.027,8.8432,7.1202,1.2592,7.4216,1.2579,16.12,14.513,5.7951,29.093
1.045,1.07,1.0627,-4.5305,-12.491,-12.528,211.97,44.685,-3.3452,13.007,1.7812,-1.1146,18.095,5.4202,4.0555,3.0974,5.1122,1.5917,14.6,10.688,4.0059,46.778
1.045,1.07,1.0538,-5.0869,-14.194,-15.075,237.22,51.243,-4.5043,11.132,1.9935,0.63598,32.767,6.7603,7.4989,2.5297,6.7456,1.6811,10.879,13.628,5.2231,33.711
1.045,1.07,1.0543,-5.3481,-14.92,-15.827,248.92,62.444,-6.946,7.5681,0.80015,-0.72202,30.677,11.301,5.9372,4.6274,7.682,2.4043,10.217,12.944,5.5519,21.894
1.045,1.07,1.0533,-5.2291,-14.971,-16.146,243.85,46.506,-3.9073,10.159,2.1083,1.9278,40.951,7.3045,6.8435,1.8702,7.7558,1.573,13.15,12.632,3.7891,29.016
1.045,1.07,1.0592,-5.0756,-14.198,-14.447,236.57,59.835,-5.8483,7.9586,1.0998,-0.63129,17.543,13.35,5.6556,4.8428,4.9446,1.8868,16.342,11.521,3.2662,24.911
1.045,1.07,1.0572,-5.1223,-14.988,-15.599,239.24,43.536,-0.48345,10.802,1.3201,-0.41425,27.793,9.2072,1.6722,4.7875,5.1586,1.7801,15.875,21.144,6.5999,30.716
1.045,1.07,1.0562,-5.0707,-13.797,-14.451,235.81,64.363,-2.9254,6.0088,1.8876,-2.4755,24.33,8.9939,5.5069,4.1124,1.0148,1.0796,14.689,13.896,5.3137,18.638
1.045,1.07,1.057,-4.5678,-12.762,-13.245,213.39,41.415,-3.4638,8.8215,1.5661,1.6203,22.31,9.1175,8.7831,5.2088,4.617,1.6045,11.458,10.265,3.3216,30.474
1.045,1.07,1.0539,-5.1785,-15.973,-16.694,242.31,31.892,-4.3608,9.8568,0.87973,-1.8361,28.379,16.589,5.9751,3.7582,5.8093,1.9247,17.222,28.62,3.6026,24.726
1.045,1.07,1.0569,-5.1895,-14.139,-14.791,241.42,64.158,-2.3226,8.4834,2.464,0.87577,26.177,8.6567,4.8167,1.1885,8.9117,1.2623,10.389,11.24,4.8598,25.806
1.045,1.07,1.0526,-5.1472,-14.412,-15.005,239.42,61.18,-3.7802,4.6625,2.2289,-1.1638,30.264,6.8084,9.3354,3.4292,4.6902,2.1971,16.588,11.716,5.0515,13.918
1.045,1.07,1.0594,-4.8552,-14.091,-14.563,227.01,40.334,-2.0615,10.758,1.3333,-1.7722,30.169,6.9481,2.0802,3.6428,6.2128,1.2196,16.807,13.995,6.2977,33.869
1.045,1.07,1.0548,-4.8767,-14.484,-14.848,227.86,39.344,-4.1774,7.0282,2.0835,-0.37099,26.66,14.308,7.8117,4.4597,5.3195,1.5779,20.55,10.5,5.4573,21.393
1.045,1.07,1.0566,-5.0901,-13.502,-14.381,236.53,67.609,-4.3212,6.1972,1.1738,0.58164,27.497,1.964,4.8474,2.5675,4.8586,0.6024,7.3759,16.914,5.4572,19.353
1.045,1.07,1.0556,-4.7737,-13.404,-14.42,222.68,43.436,-3.1331,7.4176,1.4522,-1.4432,32.781,9.7873,6.6228,4.448,1.5774,1.1166,13.111,12.074,4.0109,23.871
1.045,1.07,1.0468,-5.5483,-16.262,-17.744,258.26,50.602,-2.7749,6.4328,1.6317,-1.6204,47.146,10.873,8.366,2.9967,5.5765,1.7238,15.24,17.581,6.056,16.014
1.045,1.07,1.0561,-5.487,-15.335,-16.352,255.26,64.418,-4.2876,8.1729,1.2627,-1.666,25.823,14.12,3.0513,2.9931,4.944,1.8836,10.181,23.149,4.0473,22.314
1.045,1.07,1.0549,-5.3704,-15.557,-16.63,250.42,48.273,-2.5394,10.658,2.6585,0.25594,41.843,10.984,4.6074,3.5696,8.9073,1.6319,15.869,7.8447,3.58,29.569
1.045,1.07,1.0614,-4.7814,-14.135,-14.565,223.81,34.103,-3.871,10.218,1.5452,0.77664,25.205,7.6936,2.9413,4.1069,6.3138,2.3778,15.862,19.794,2.4865,32.049
1.045,1.07,1.0536,-4.9282,-13.875,-15.023,229.93,43.884,-4.1731,9.5231,1.5612,-0.54196,37.05,8.9769,6.4638,2.875,5.9269,1.8775,9.8077,12.256,5.8776,29.342
1.045,1.07,1.053,-5.734,-16.522,-17.373,266.77,64.403,-4.3997,7.7216,1.3765,0.30328,37.292,8.9028,5.008,4.645,6.7476,1.5407,19.594,12.942,5.5693,19.986
1.045,1.07,1.063,-4.459,-12.773,-12.946,208.58,37.708,-2.877,7.6584,1.2863,-0.57759,19.495,6.5218,2.3637,3.4844,9.2789,1.4462,10.216,16.537,4.6836,26.88
1.045,1.07,1.054,-5.3119,-14.732,-15.43,247.1,64.164,-2.546,7.8352,2.1176,-0.72793,21.751,11.481,5.8821,3.4548,4.6751,1.6307,10.792,21.456,5.5762,22.22
1.045,1.07,1.0582,-4.6012,-12.719,-12.928,215.11,45.532,-2.6321,12.279,1.6721,-2.3054,22.561,4.8148,6.1696,2.3364,5.9188,2.4469,12.545,12.692,6.0624,42.487
1.045,1.07,1.0608,-4.6928,-13.926,-13.957,219.89,33.912,-3.9466,11.197,1.1094,0.75185,24.312,4.4713,5.9036,4.756,9.4571,2.2779,16.649,15.121,2.54,36.522
1.045,1.07,1.0555,-4.5011,-13.087,-13.668,210.26,34.999,-4.1951,3.8327,1.3109,-0.072068,27.544,7.8673,8.7825,4.3135,6.2722,2.3962,11.664,15.391,4.3848,12.729
1.045,1.07,1.0598,-4.5826,-12.096,-12.09,213.4,60.842,-2.6146,6.407,1.4359,0.98687,9.1803,8.4128,4.4572,3.8738,8.6015,1.7049,6.0083,10.437,7.7696,22.886
1.045,1.07,1.0566,-5.2824,-15.229,-16.109,246.15,52.566,-4.3355,7.1054,1.3241,-0.27701,36.583,4.9288,5.4515,2.7157,8.1047,1.5622,14.364,18.079,2.0156,20.187
1.045,1.07,1.0579,-4.8649,-13.391,-14.046,226.9,51.683,-4.7335,9.8469,2.3117,-0.67846,27.427,9.7931,5.7829,2.3995,7.6195,1.5388,10.477,8.5416,4.2029,32.302
1.045,1.07,1.0611,-4.0368,-11.436,-11.67,189.31,26.543,-5.0605,8.8072,2.2682,-0.94348,14.979,9.5431,6.735,3.8123,6.8198,1.9748,5.9788,17.146,3.6832,33.696
1.045,1.07,1.0498,-5.6145,-15.664,-17.049,260.83,64.928,-2.4837,6.8284,1.393,1.6326,37.169,8.2253,6.9412,4.0679,6.8505,1.468,7.7355,19.698,5.3435,17.841
1.045,1.07,1.0525,-4.9372,-14.064,-14.925,230.2,45.919,-2.4729,6.6399,0.3546,1.6659,24.452,13.799,7.2937,2.2462,4.9719,0.74788,10.357,19.694,6.9711,19.65
1.045,1.07,1.0558,-4.7381,-13.175,-13.331,220.86,53.766,-3.9111,5.8079,1.558,0.18506,16.33,10.419,9.2105,1.6895,5.7601,1.4953,13.998,13.489,5.1099,19.254
1.045,1.07,1.0503,-5.9664,-17.173,-18.537,277.3,67.051,-4.2421,7.3353,1.2051,-1.5961,41.92,10.093,5.2813,2.9532,4.7638,2.8107,16.73,22.297,4.2079,17.449
1.045,1.07,1.0557,-4.8264,-14.052,-15.21,225.74,31.11,-3.1986,11.382,1.756,0.024172,42.581,7.291,5.7989,2.8447,5.6776,1.439,14.251,10.886,3.522,35.082
1.045,1.07,1.0551,-5.2539,-14.976,-15.535,245.08,53.946,-4.5971,10.961,1.0102,0.94138,30.528,9.1582,7.341,3.9393,8.8351,2.0808,15.215,9.8887,4.2679,32.189
1.045,1.07,1.0598,-4.2253,-12.332,-12.302,198.09,28.738,-4.3338,7.9708,1.0867,0.34034,17.113,10.783,7.4585,2.8862,7.8653,1.6078,14.33,10.775,4.9349,29.284
1.045,1.07,1.0592,-4.6024,-13.924,-14.769,215.73,20.225,-4.0527,9.5336,2.0618,1.8305,29.626,13.239,4.4527,2.8822,7.8366,1.4734,11.941,19.645,2.001,29.577
1.045,1.07,1.0576,-5.5302,-15.628,-16.088,257.47,66.299,-4.4272,9.6643,1.9749,-0.54322,28.964,5.8511,3.0492,4.1785,5.8161,1.1622,19.402,14.69,5.1833,26.881
1.045,1.07,1.0622,-4.3636,-11.977,-11.815,203.72,48.898,-4.7249,5.68,1.8922,-0.27884,16.206,5.5719,4.1249,3.9823,6.4996,0.92299,15.378,4.0619,6.8651,21.347
1.045,1.07,1.0511,-5.3679,-15.698,-16.507,249.99,53.982,-2.3088,5.5942,1.0474,-2.9033,39.865,8.6713,8.3081,2.8808,6.8169,1.4972,19.365,13.315,5.0675,15.213
1.045,1.07,1.0565,-4.475,-12.789,-13.661,208.98,33.386,-2.0628,5.0292,1.7286,1.5721,25.996,10.17,7.175,4.1218,4.2033,0.97691,8.7197,17.434,3.5284,16.764
1.045,1.07,1.0535,-5.4657,-15.683,-16.891,254.66,52.876,-6.4178,9.3713,1.6162,2.3445,36.034,11.583,4.2265,2.9187,5.388,1.3437,14.594,16.666,5.9018,25.356
1.045,1.07,1.0579,-4.8977,-14.562,-15.211,228.87,36.493,-3.433,6.84,0.76718,1.3896,31.288,4.6561,3.6418,4.1208,7.4258,2.0144,14.512,21.802,4.6118,20.194
1.045,1.07,1.0535,-5.5187,-15.724,-17.175,256.91,54.738,-4.3134,8.9588,2.1789,0.22226,36.929,9.9456,3.1402,2.5143,7.0323,1.6409,7.4699,25.707,4.6345,23.131
1.045,1.07,1.0567,-4.8908,-14.45,-14.922,228.9,35.415,-5.846,11.654,2.3158,1.1481,25.54,10.227,4.3457,4.7215,7.947,0.5513,13.389,18.641,7.2989,35.007
1.045,1.07,1.0593,-4.7789,-13.054,-13.405,222.99,53.176,-4.1607,10.278,1.1391,0.12476,19.363,8.7737,4.5082,4.3254,6.4853,2.488,10.198,10.822,5.7027,34.747
1.045,1.07,1.0501,-5.9139,-15.763,-17.152,274.03,86.839,-5.1096,6.586,1.4507,-0.85744,36.184,8.1695,7.5601,3.6749,4.8476,2.0807,8.661,14.787,4.3012,17.018
1.045,1.07,1.0557,-4.8253,-13.292,-13.494,224.59,59.733,-3.8309,4.0962,1.7787,-0.57604,14.517,10.563,8.0545,2.9777,6.9035,1.9613,10.08,16.447,5.9332,13.264
1.045,1.07,1.0593,-4.7638,-13.814,-14.068,222.75,41.074,-3.707,9.6023,1.5291,-1.117,20.066,8.1316,4.9814,3.2772,4.4533,1.8405,15.843,21.696,3.9419,30.147
1.045,1.07,1.0582,-4.838,-13.596,-14.527,225.76,44.429,-3.3206,8.5337,0.86554,0.18852,28.131,9.3996,4.5757,3.4963,3.3969,1.3166,11.067,17.276,3.1428,27.183
1.045,1.07,1.0586,-4.1958,-12.137,-12.517,196.58,26.043,-1.7039,7.8965,1.9154,-1.0205,22.841,10.243,6.1447,2.5318,5.2384,1.6505,12.554,13.077,5.6498,28.56
1.045,1.07,1.0555,-5.0831,-14.55,-15.137,237.22,49.368,-5.3235,9.9704,2.1463,-0.81599,27.992,10.057,6.3257,1.5981,4.0503,1.7859,18.102,15.874,5.2348,29.775
1.045,1.07,1.0554,-5.4498,-15.294,-16.171,253.58,62.968,-3.5536,8.2037,1.6548,-0.047221,36.348,7.0047,3.5762,4.3455,7.5763,1.7599,14.868,9.6899,5.9427,23.152
1.045,1.07,1.0554,-5.2085,-14.437,-14.537,242.56,64.389,-1.328,10.143,2.5165,0.64011,16.597,8.7759,7.2498,3.643,4.6639,2.2135,16.985,15.15,5.4773,30.241
1.045,1.07,1.0587,-4.5825,-12.948,-13.531,214.22,38.686,-1.689,9.5933,1.0303,-1.3964,27.251,10.231,3.7752,3.1495,4.7904,1.4753,13.65,9.6312,6.3054,32.788
1.045,1.07,1.0533,-4.7866,-12.945,-13.953,222.81,53.071,-4.1417,5.7654,1.1606,0.68722,30.814,3.9678,8.4272,2.6111,5.2341,2.3449,5.8589,15.206,5.741,18.738
1.045,1.07,1.0505,-5.2045,-14.846,-16.086,242.25,52.194,-4.9293,4.7743,1.2808,-1.2775,38.232,5.8473,7.2456,4.8712,4.2425,1.5726,10.229,21.379,6.7629,13.134
1.045,1.07,1.06,-4.7016,-13.109,-13.685,219.1,48.604,-1.976,4.7002,2.0786,0.94437,24.153,9.2902,4.6167,2.6229,7.5341,1.6886,10.847,11.257,2.8746,15.809
1.045,1.07,1.0586,-4.8706,-14.047,-14.9,227.62,37.684,-3.958,10.534,2.5588,1.5757,32.042,9.443,4.7594,3.4274,4.5825,2.22,15.605,12.808,2.1539,33.047
1.045,1.07,1.0549,-5.1802,-15.493,-16.523,241.85,37.417,-4.2086,7.4611,1.5984,3.2743,34.942,12.685,4.3052,2.7956,6.7627,1.2532,16.601,18.32,4.5086,20.52
1.045,1.07,1.0588,-4.9501,-13.663,-15.036,230.7,47.862,-4.1895,8.5229,1.8643,-0.72611,39.163,7.6843,2.7787,3.8198,4.4067,0.94718,9.1236,10.649,2.4856,26.952
1.045,1.07,1.0527,-4.9956,-14.403,-15.595,232.96,41.795,-4.7182,6.3766,1.5136,1.6469,38.166,5.8899,8.6472,3.3498,2.659,0.91242,14.42,17.995,3.1843,18.641
1.045,1.07,1.0522,-4.6548,-12.91,-13.772,217.33,41.665,-3.8864,9.3837,0.91767,1.1481,29.245,11.327,8.5089,4.009,6.067,2.0453,8.0473,7.4881,8.3378,31.124
1.045,1.07,1.0567,-5.2068,-14.325,-15.726,242.39,55.429,-5.312,8.5862,1.4669,0.8456,40.829,7.4478,4.9289,3.3328,3.7933,1.7328,12.283,8.4725,1.6816,25.746
1.045,1.07,1.0519,-5.5689,-15.602,-17.385,258.94,58.045,-5.1724,8.2358,2.8507,0.25399,40.606,16.131,5.6754,3.5232,6.0057,1.5569,6.8941,15.857,2.4504,21.711
1.045,1.07,1.0556,-4.9859,-14.564,-14.674,232.86,47.003,-4.7227,8.6522,1.9106,0.57143,22.059,8.8066,9.5681,2.4995,6.9712,1.3805,19.127,16.531,3.3032,26.153
1.045,1.07,1.0571,-5.2895,-15.462,-16.084,246.51,52.254,-2.9929,6.1374,1.3904,0.16061,32.178,6.6178,5.6083,3.7565,5.0539,1.6952,20.485,17.783,1.6122,17.267
1.045,1.07,1.0535,-5.8572,-16.64,-17.793,272.44,65.699,-4.3974,10.5,2.2634,1.8007,36.519,8.7643,5.054,4.9972,3.5253,1.5289,17.633,18.073,2.441,26.48
1.045,1.07,1.0576,-4.9133,-14.564,-15.118,229.54,39.422,-3.8948,7.0404,1.8083,-1.8005,29.062,5.1913,4.322,5.7141,5.9124,1.3084,14.142,24.371,4.3785,20.419
1.045,1.07,1.0523,-5.3869,-15.207,-16.545,251,53.115,-3.2337,11.523,2.0306,-2.3606,41.776,5.803,5.0014,2.4531,10.004,1.5624,5.1452,21.001,5.6431,31.275
1.045,1.07,1.0542,-5.3137,-15.222,-15.873,247.72,54.982,-5.6079,9.1562,0.78181,1.4435,31.974,7.0454,7.2744,3.4085,6.8992,1.08,16.924,13.833,4.9189,26.22
1.045,1.07,1.0613,-4.4256,-12.17,-12.515,206.71,44.294,-4.3791,7.3869,1.2503,-1.2295,16.954,6.3935,3.8119,2.5167,7.6888,1.2296,5.3656,19.196,5.1993,26.324
1.045,1.07,1.0573,-4.8334,-13.494,-14.454,225.53,44.426,-3.249,9.3452,1.5535,1.0524,36.067,6.5939,3.7928,4.6981,5.0536,1.6943,12.954,5.7073,5.7388,30.357
1.045,1.07,1.0526,-4.9386,-13.78,-14.934,230.05,47.519,-3.1363,6.9775,2.384,1.7904,33.527,9.2703,6.6249,3.4489,6.7471,1.477,7.0822,13.422,6.8166,21.35
1.045,1.07,1.0519,-4.919,-14.422,-15.539,229.64,36.965,-5.1546,6.632,1.6449,-0.5875,38.262,9.1974,8.0218,4.3611,5.9712,1.2723,11.642,16.898,5.5759,19.329
1.045,1.07,1.0553,-5.4954,-15.176,-15.778,255.73,68.918,-3.9244,10.682,1.2774,-0.19532,23.803,7.2195,5.6892,3.7823,4.0938,0.26799,14.005,20.369,4.6072,29.827
1.045,1.07,1.0524,-5.1959,-15.158,-16.026,242.21,47.874,-3.3895,6.5964,1.5419,-0.66028,35.414,11.755,8.0786,4.1505,6.0281,1.1807,16.786,12.757,4.4626,18.7
1.045,1.07,1.0595,-4.71,-13.909,-14.02,220.4,36.839,-1.8695,9.1942,1.237,-0.6932,21.64,10.84,4.2258,3.7276,6.4474,1.6342,18.759,14.294,5.4077,29.563
1.045,1.07,1.0569,-4.9034,-14.32,-14.465,229.22,43.17,-3.2159,10.312,1.7539,-0.12773,25.666,6.0491,7.9731,3.8712,4.573,2.0543,21.566,13.948,3.4449,32.005
1.045,1.07,1.0541,-5.2835,-14.277,-15.244,245.34,68.705,-3.0739,4.9849,1.6477,2.2026,27.779,8.794,6.2425,4.8197,4.6608,1.8948,9.8826,11.687,5.0588,14.759
1.045,1.07,1.0593,-4.1116,-11.66,-12.747,192.49,22.205,-3.6567,6.4315,1.8427,-0.74514,33.547,10.114,3.9722,3.5419,3.8575,1.4281,8.2126,8.5675,5.2183,23.922
1.045,1.07,1.0622,-4.7609,-13.102,-12.924,222.41,55.282,-6.9908,11.383,1.1589,0.44425,11.075,8.9348,4.7851,4.325,5.8068,0.69007,15.558,10.209,4.7063,39.204
1.045,1.07,1.0585,-5.0422,-14.011,-14.286,234.89,60.011,-4.7893,7.6581,2.2351,0.15824,11.888,10.263,3.8409,4.9238,8.3952,0.66417,6.107,24.477,5.9129,23.024
1.045,1.07,1.0522,-5.7193,-16.515,-17.915,266.01,58.488,-1.0558,7.2007,0.9338,0.21766,40.524,14.048,4.9309,5.2004,4.5958,1.4775,15.947,15.593,2.7109,18.166
1.045,1.07,1.0559,-4.7067,-14.479,-14.718,220.43,28.115,-4.0738,6.8081,1.4469,-0.93629,27.489,11.223,6.7668,3.0325,5.4239,0.38176,22.59,17.15,5.9784,20.424
1.045,1.07,1.0545,-5.6447,-15.705,-16.205,262.41,73.497,-2.057,8.7774,1.2242,0.60063,21.488,12.429,7.0134,4.259,7.2631,0.86223,13.972,16.375,3.1532,23.781
1.045,1.07,1.0562,-4.7479,-13.502,-14.241,221.36,43.427,-1.7492,4.8379,2.0237,2.0178,28.677,6.8276,5.1782,3.0302,7.4608,1.9975,10.306,15.309,5.9202,15.465
1.045,1.07,1.0521,-5.1711,-14.676,-15.734,240.75,51.957,-3.0912,6.0009,1.457,1.7249,35.124,11.492,7.8652,2.83,5.7755,1.4664,14.084,10.441,5.0804,17.447
1.045,1.07,1.0548,-4.4901,-11.957,-13.105,209.85,38.921,-2.923,13.824,1.4724,-0.55227,27.909,9.1536,7.1091,1.5283,4.1011,0.73795,1.3696,15.304,6.095,47.991
1.045,1.07,1.0548,-5.115,-14.85,-15.3,238.77,47.102,-1.1623,10.548,2.1422,-0.51922,31.452,6.6518,6.4049,3.5313,7.6892,0.92659,17.321,13.876,5.6014,30.941
1.045,1.07,1.0602,-4.1583,-12.058,-12.164,194.88,28.129,-3.3073,7.1579,1.4047,-1.4305,19.455,6.4082,5.124,2.3332,6.4285,2.1168,12.49,16.771,6.4733,25.972
1.045,1.07,1.0538,-5.2504,-15.625,-16.695,244.86,42.562,-3.2757,6.2256,1.8392,-0.81943,45.73,8.3141,5.8088,4.98,6.2258,2.2703,20.175,9.7291,3.5803,17.177
1.045,1.07,1.0546,-5.0639,-15.071,-16.256,236.45,36.276,-4.3494,6.9569,1.3205,-1.2799,36.31,15.514,5.4414,3.5242,6.6245,1.433,12.648,18.845,3.2274,19.482
1.045,1.07,1.0605,-4.6739,-13.275,-13.526,218.37,43.881,-4.3974,8.1283,1.2165,1.4917,15.448,11.746,4.776,4.1135,4.9,0.92337,13.846,15.675,4.0123,27.272
1.045,1.07,1.0576,-5.4777,-16.152,-16.824,255.39,52.677,-4.928,8.047,1.5721,0.52492,39.138,7.602,5.6302,2.5071,7.3701,1.1079,24.511,10.139,0.33794,21.972
1.045,1.07,1.0573,-4.6922,-12.869,-13.64,218.69,48.662,-4.2262,6.3759,2.0597,1.2419,27.337,5.3085,5.8978,3.6186,7.7364,1.6063,6.0088,13.283,4.978,21.482
1.045,1.07,1.0535,-4.6467,-12.124,-12.502,216.17,61.446,-1.9237,6.6119,1.4786,0.29197,18.323,5.7599,8.8141,2.7746,5.885,1.4224,6.1404,10.018,8.7303,22.888
1.045,1.07,1.0582,-4.3768,-11.879,-12.02,204.14,49.339,-4.6714,4.8026,1.4099,-0.1082,13.873,9.642,8.386,2.6668,4.8652,1.0039,10.859,10.382,5.2228,17.724
1.045,1.07,1.0585,-3.9916,-12.238,-12.674,187.67,8.6967,-2.3263,7.3118,1.8863,-1.2544,25.015,13.295,4.5227,3.3488,5.8169,1.4559,13.365,15.511,7.5745,25.339
1.045,1.07,1.0588,-4.8658,-13.909,-14.748,227.37,40.74,-4.8859,10.581,1.6736,-0.90398,33.879,9.093,3.5183,2.3429,5.1606,1.6197,15.413,11.196,4.308,33.695
1.045,1.07,1.0531,-5.5793,-15.759,-16.987,259.39,63.83,-4.8363,5.9829,0.82138,-0.341,38.552,9.927,6.9281,3.0159,3.5101,0.86141,16.847,14.647,2.3195,16.079
1.045,1.07,1.0503,-5.5754,-15.865,-16.888,259.3,62.853,-3.9467,7.0587,1.8984,-1.0294,40.778,4.9881,7.4012,2.1865,6.6245,1.5732,16.089,16.283,6.1233,18.652
1.045,1.07,1.0506,-5.9895,-16.863,-18.092,277.91,76.257,-2.2521,5.7006,1.5283,-0.9622,40.336,8.4413,5.935,2.9008,8.4164,1.4524,13.294,17.844,4.1775,13.922
1.045,1.07,1.0539,-5.0636,-15.194,-15.819,236.7,37.162,-5.2527,9.2249,2.1192,-0.20151,34.556,9.0378,6.2357,4.2851,8.866,1.1246,16.412,16.362,6.5545,26.241
1.045,1.07,1.0544,-5.2401,-13.933,-15.163,243.55,67.012,-6.7703,7.9268,1.263,0.49002,28.964,11.22,5.5233,3.2926,6.7966,2.2448,3.1446,13.082,5.7161,23.934
1.045,1.07,1.0568,-4.8338,-13.548,-13.798,225.66,50.246,-4.4595,10.022,1.9655,-0.17289,23.968,3.3692,7.7037,3.2544,7.4066,1.7287,12.836,14.923,5.0011,32.504
1.045,1.07,1.0567,-5.2399,-15.04,-15.612,243.96,57.938,-4.1205,4.5772,1.024,-0.86441,23.16,12.531,2.6132,2.735,5.1008,2.0804,16.18,20.656,6.8141,12.999
1.045,1.07,1.0559,-5.5111,-16.176,-16.938,256.99,52.342,-5.4192,9.8531,2.3547,0.41667,36.134,9.3789,3.4734,4.532,8.3449,1.586,18.533,14.373,4.8551,26.474
1.045,1.07,1.0591,-4.8373,-13.797,-13.52,225.75,53.996,-4.4986,6.5843,0.58621,1.5193,14.442,9.5578,8.4543,3.9821,8.0827,1.9781,19.363,8.4029,3.3332,21.618
1.045,1.07,1.0551,-5.1015,-14.502,-15.087,237.96,51.054,-4.7351,9.4585,1.389,2.1204,20.758,11.334,6.0385,2.8199,7.0664,1.1416,10.519,21.604,6.0229,27.668
1.045,1.07,1.0534,-5.0115,-14.618,-15.542,233.81,41.492,-2.9754,6.9413,1.8015,1.0288,32.088,9.0706,6.0646,2.4138,7.0936,3.1016,11.626,21.208,5.7723,19.802
1.045,1.07,1.0626,-4.0565,-12.316,-12.315,190.86,13.703,-3.6106,10.145,2.2071,0.11029,20.152,11.068,4.6613,3.6647,7.1456,0.94666,16.979,11.203,4.3711,37.618
1.045,1.07,1.052,-4.6646,-13.387,-14.993,217.82,30.032,-2.5673,7.3044,1.9804,-2.1403,41.707,9.9413,6.2531,3.0393,4.1289,1.2097,5.2185,19.353,5.9279,21.701
1.045,1.07,1.0575,-4.4026,-12.763,-13.672,206.19,25.631,-4.9321,8.9872,1.881,-1.3768,32.761,8.9863,3.5327,3.4174,5.7112,0.87309,9.4034,14.658,7.6417,30.324
1.045,1.07,1.0583,-4.8489,-14.292,-14.776,226.47,40.932,-3.8429,6.15,2.1606,-2.9609,25.827,12.496,4.7674,3.8509,7.5574,1.9158,14.136,18.447,3.7432,18.814
1.045,1.07,1.0639,-3.7937,-11.348,-11.157,178.77,12.468,-5.484,10.074,1.4459,-1.2612,10.56,10.666,4.6344,3.3238,3.3551,1.7746,15.396,18.27,5.0032,38.665
1.045,1.07,1.0548,-5.0679,-14.244,-15.07,236.19,52.807,-4.2461,8.2315,1.5544,-1.4399,35.558,8.2218,5.9959,3.6357,4.5304,1.5953,16.496,7.3891,5.982,25.188
1.045,1.07,1.0568,-5.3792,-15.186,-15.734,250.52,61.728,-4.0033,9.1143,1.8,0.24466,27.521,7.14,5.1344,2.9704,5.7177,1.4032,17.19,16.478,3.6791,26.016
1.045,1.07,1.0546,-4.9586,-15.237,-16.448,231.78,26.413,-4.5708,4.8144,0.93521,1.0292,46.397,11.801,4.492,3.8494,6.5556,1.1327,19.995,10.476,4.6983,13.534
1.045,1.07,1.0581,-5.1114,-15.069,-15.53,238.58,46.076,-2.9763,7.0297,0.39883,0.59558,29.771,7.1692,3.3545,5.322,6.3578,1.3525,19.242,15.831,5.0952,20.605
1.045,1.07,1.0516,-4.8923,-14.187,-14.962,228.37,40.488,-2.9713,7.9172,2.2716,0.25068,33.797,9.473,9.3104,4.428,9.5125,1.5793,10.299,12.125,6.261,23.919
1.045,1.07,1.0579,-4.36,-12.022,-12.322,203.72,40.997,-3.4352,7.8093,1.5021,0.77507,21.214,8.5553,7.131,4.7693,5.8131,3.1048,11.217,4.8964,6.1275,28.776
1.045,1.07,1.0504,-5.7543,-16.426,-17.655,267.93,59.285,-2.9793,12.48,1.8096,1.2144,35.388,10.2,6.7722,4.2894,5.7797,1.757,11.735,23.046,4.0674,31.129
1.045,1.07,1.0487,-5.4259,-15.916,-17.502,252.87,44.569,-3.3549,8.0372,0.78403,-0.8206,51.686,11.754,6.5806,2.6667,9.0457,0.96518,13.219,10.093,6.6706,20.867
1.045,1.07,1.0577,-4.7096,-13.771,-13.965,220.15,39.589,-3.7941,7.6086,2.1325,-0.012828,17.163,12.677,6.1623,4.4918,6.6068,2.1376,13.888,18.7,5.1351,24.098
1.045,1.07,1.0554,-4.5129,-13.202,-13.858,210.98,32.009,-3.1609,5.3191,0.82689,-0.46829,30.025,4.9297,6.1995,3.3284,4.74,1.9225,12.799,19.658,7.1225,16.85
1.045,1.07,1.0603,-4.8645,-14.01,-14.168,227.05,49.305,-3.6074,6.7863,1.824,-2.5188,21.293,7.7898,4.3151,3.3302,7.6521,1.5453,15.175,18.164,3.7461,21.455
1.045,1.07,1.0565,-5.3285,-15.276,-16.12,248.41,52.002,-2.3965,10.451,2.3242,0.82708,34.498,8.1153,3.3555,3.6451,4.9125,2.227,18.162,13.692,4.3551,29.616
1.045,1.07,1.0556,-4.7878,-13.277,-13.881,223.21,49.324,-2.5928,7.7299,2.2475,1.1115,27.321,9.292,6.911,3.2219,7.1667,2.1861,11.617,6.9462,5.8736,25.404
1.045,1.07,1.0556,-4.913,-13.383,-14.489,228.86,52.865,-4.5859,8.2214,1.4687,-1.2999,32.9,6.9428,6.787,2.0148,5.07,0.81206,7.3754,14.669,3.695,26.208
1.045,1.07,1.0568,-4.9076,-13.096,-14.03,228.45,58.301,-4.8096,8.441,2.0643,-0.10917,25.361,9.5808,5.3107,1.9215,2.4577,0.8437,9.3635,13.078,5.0189,27.484
1.045,1.07,1.0555,-5.3583,-14.944,-15.684,249.4,62.541,-4.1897,8.6883,1.5692,0.99639,24.637,10.801,4.117,3.0767,6.2702,1.7592,11.829,18.22,6.1647,24.789
