V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,Q10,P11,P12,Q12,P13,P14,LoadMargin
1.045,1.07,1.0565,-5.0244,-14.17,-14.825,234.27,52.552,-5.4209,8.0597,-1.1975,22.149,13.171,5.3635,5.0993,5.2534,2.4023,10.514,17.917,16.024
1.045,1.07,1.0523,-5.2083,-15.151,-15.999,243.02,45.857,-4.9479,9.3422,2.047,36.176,6.7184,8.3816,3.2377,7.992,1.172,14.694,15.36,22.658
1.045,1.07,1.0576,-4.7047,-12.921,-13.322,219.1,55.011,-4.9871,3.9296,-0.052494,19.441,7.8631,6.9363,4.6506,5.657,0.9813,9.845,13.538,19.137
1.045,1.07,1.0573,-4.634,-13.608,-14.514,216.66,30.077,-3.6788,6.7024,1.4577,31.689,7.4155,4.2465,2.1732,5.1178,1.3139,12.572,20.333,15.948
1.045,1.07,1.0595,-4.2975,-12.333,-13.103,201.01,28.84,-4.8393,5.2359,0.73757,25.092,5.4731,4.2091,3.9118,4.55,1.3851,7.1974,22.207,15.34
1.045,1.07,1.0566,-4.7936,-12.438,-12.32,222.67,74.13,-2.9691,4.4712,0.22908,3.6113,2.9608,9.0962,3.9681,2.3988,2.565,8.4388,22.611,7.8665
1.045,1.07,1.0574,-5.0543,-14.495,-15.381,235.68,47.245,-4.0465,7.1188,0.55384,36.297,9.7549,3.3953,3.6718,6.5229,1.5578,16.61,7.2003,19.835
1.045,1.07,1.0567,-5.4928,-15.248,-15.926,255.4,69.749,-4.4934,7.4368,-0.39643,23.177,11.307,3.4606,4.5703,6.2359,2.0307,11.985,18.322,17.465
1.045,1.07,1.0562,-5.014,-15.18,-16.18,234.57,29.178,-4.6459,9.531,1.4207,38.601,10.663,3.2472,1.3138,6.5935,1.7636,18.362,18.084,18.585
1.045,1.07,1.0566,-5.5098,-16.228,-16.809,256.55,57.786,-4.9086,4.633,0.36753,28.829,12.509,2.9595,3.4627,9.4132,1.7059,17.922,18.375,25.089
1.045,1.07,1.055,-5.1459,-13.959,-14.943,238.97,65.468,-2.195,3.5408,-0.010977,29.059,12.029,5.6079,3.0702,6.2577,1.3333,9.4413,8.9746,19.055
1.045,1.07,1.0551,-5.2187,-14.342,-14.823,243.03,64.091,-4.5773,10.081,-1.0289,26.992,7.3522,7.4954,3.7752,5.9019,2.0213,14.733,9.6678,17.887
1.045,1.07,1.0539,-5.0336,-14.378,-15.468,234.67,46.581,-5.2477,6.8384,-0.95634,35.217,9.6627,6.4764,2.6499,5.4805,1.3728,11.619,16.79,16.227
1.045,1.07,1.057,-5.3871,-15.409,-16.212,250.68,60.178,-5.0423,4.9596,-0.48118,30.331,8.845,2.6517,2.0302,7.7407,1.8714,14.077,20.391,21.505
1.045,1.07,1.0587,-4.4895,-13.187,-13.711,210.28,28.78,-4.2045,8.9618,-1.2531,29.561,7.1599,5.0494,2.4547,4.261,2.0162,16.73,15.218,14.265
1.045,1.07,1.0567,-4.7208,-13.026,-13.592,219.73,54.442,-5.099,2.4026,-0.63399,26.231,5.892,7.2809,1.4238,5.9311,1.9451,12.05,12.696,19.839
1.045,1.07,1.0557,-5.1479,-14.945,-15.505,239.95,50.9,-3.6923,5.8927,0.74705,26.467,8.8031,5.3979,2.205,6.7561,1.7722,15.804,20.887,19.345
1.045,1.07,1.0562,-4.9013,-13.52,-14.39,228.45,51.861,-4.1283,8.4434,-1.7775,31.396,5.4465,5.7841,4.4618,6.744,1.7641,7.2501,14.578,21.523
1.045,1.07,1.0557,-4.8139,-13.152,-13.761,224.15,56.019,-4.4748,5.6669,-0.62404,26.182,5.7045,7.8846,2.9181,6.0917,1.0233,9.8083,12.729,20.047
1.045,1.07,1.0497,-6.0011,-17.612,-18.851,279.22,62.032,-4.473,8.954,-1.4817,44.999,10.495,5.611,3.2122,9.2501,0.99078,16.72,19.189,21.684
1.045,1.07,1.0552,-4.9499,-15.046,-16.005,231.56,28.435,-3.7345,8.4406,-0.19619,37.533,10.581,4.4134,6.56,7.9654,2.17,13.331,18.409,22.539
1.045,1.07,1.0618,-4.5934,-13.477,-14.039,214.76,33.66,-2.7991,5.9859,-0.31464,28.128,10.434,0.93637,3.4148,3.7523,1.2305,18.842,12.067,12.493
1.045,1.07,1.0602,-4.7736,-13.608,-13.887,223.26,42.759,-2.98,12.196,-1.3294,22.267,12.248,3.5385,3.2877,2.4493,2.1574,20.417,9.4756,8.0719
1.045,1.07,1.0575,-4.6492,-13.772,-14.353,217.21,33.458,-3.5845,4.0601,2.8474,27.115,9.084,5.2669,1.7043,6.6918,2.032,15.728,17.35,21.155
1.045,1.07,1.0576,-4.5201,-13.649,-13.957,211.94,25.359,-4.7631,9.0858,-1.3734,27.297,6.2366,6.4874,5.4407,4.5458,1.9526,17.518,19.147,14.455
1.045,1.07,1.057,-4.8187,-13.995,-15.379,224.9,35.614,-5.5359,5.2364,-1.8274,41.212,8.4582,2.426,2.433,5.5235,1.6296,10.068,18.32,16.693
1.045,1.07,1.0507,-4.9244,-14.249,-15.675,229.65,38.012,-4.7117,5.5679,0.10217,42.141,6.2888,8.6126,5.2409,5.1105,1.3397,8.1293,18.698,14.685
1.045,1.07,1.0532,-5.6483,-16.095,-16.605,262.75,68.917,-4.6244,7.7418,-1.38,26.67,14.214,6.9193,4.1615,4.6735,1.9797,20.964,12.984,12.473
1.045,1.07,1.055,-4.3524,-12.886,-13.717,203.87,21.105,-1.7234,7.4805,-2.1603e-05,32.721,9.4571,7.7489,2.0051,4.9506,1.9204,12.885,15.405,16.284
1.045,1.07,1.053,-5.0037,-14.427,-15.43,233.56,42.007,-5.0526,8.8665,0.52703,36.377,7.0151,7.7224,4.0132,5.4593,2.0769,12.783,15.887,16.176
1.045,1.07,1.0565,-4.4354,-12.937,-14.126,207.51,24.934,-5.734,6.1592,-0.80989,37.765,12.504,5.5436,4.2222,3.946,1.2174,11.86,8.8591,13.18
1.045,1.07,1.0536,-5.2961,-15.422,-16.128,246.97,51.835,-5.6545,8.2127,-2.3066,33.873,9.1478,6.9825,4.6622,7.7228,1.7572,15.213,16.551,21.626
1.045,1.07,1.0565,-4.6943,-13.628,-13.976,219.38,39.915,-4.45,7.3223,-0.59217,27.881,4.8285,7.7339,2.8612,6.9734,1.0637,15.369,15.549,22.535
1.045,1.07,1.0577,-4.2703,-12.592,-13.129,199.73,27.24,-3.735,2.6095,-0.3961,29.671,11.041,6.9603,3.0233,6.7737,1.5945,14.953,7.385,23.934
1.045,1.07,1.0529,-4.8879,-13.662,-15.475,227.63,41.732,-3.1761,5.2616,-0.46191,44.384,9.79,5.188,5.7447,6.6354,1.2106,1.3358,13.14,19.976
1.045,1.07,1.0526,-4.8889,-13.417,-14.721,227.85,47.349,-4.7813,8.8386,0.6763,38.028,2.9339,8.2795,5.3781,1.7081,0.69348,8.5119,14.404,5.3466
1.045,1.07,1.0508,-5.3738,-15.325,-17.186,250.29,46.757,-4.249,8.9096,0.18956,47.62,8.9783,4.9798,4.7882,6.3281,1.6448,5.9081,18.352,16.803
1.045,1.07,1.0517,-5.2198,-15.172,-15.66,243.39,51.444,-3.8076,7.9783,0.56035,31.119,8.7305,10.078,4.4586,7.9716,1.9448,17.221,12.282,22.799
1.045,1.07,1.058,-4.3509,-12.902,-13.944,203.36,24.736,-5.6225,1.0473,-0.054191,35.111,9.7289,4.4133,3.8056,7.179,1.6265,9.4439,14.516,24.038
1.045,1.07,1.0466,-6.0969,-17.531,-19.41,283.11,66.432,-4.9707,6.4359,-0.44954,53.235,7.8885,6.1493,1.4812,5.0898,1.5468,15.68,20.839,11.544
1.045,1.07,1.056,-4.654,-13.627,-14.629,217.61,30.432,-5.7627,7.1516,0.59516,35.636,9.9598,5.8942,3.1151,7.3031,2.3771,11.152,13.234,23.289
1.045,1.07,1.0576,-4.8908,-13.63,-14.329,227.97,51.348,-3.4999,7.3446,-0.56368,25.534,9.2099,4.5983,2.5157,5.3246,2.1982,11.327,15.86,16.938
1.045,1.07,1.0565,-5.375,-14.71,-15.177,250.16,69.623,-5.2349,10.302,-0.84635,19.352,7.4102,5.2454,5.1562,4.3156,0.99928,11.613,20.784,12.477
1.045,1.07,1.0524,-5.8466,-16.577,-17.775,271.65,68,-2.8386,7.3825,2.5521,36.409,9.4134,3.9934,2.2824,7.9621,2.3032,13.47,19.242,19.936
1.045,1.07,1.0528,-5.5944,-15.816,-16.579,260.01,68.73,-3.5831,5.718,-1.006,32.82,11.928,6.8018,2.989,8.5283,1.4646,15.966,10.894,23.058
1.045,1.07,1.0556,-5.1821,-15.54,-16.006,242.18,41.75,-5.2467,9.5129,-0.62247,29.54,12.442,5.5929,3.7346,5.6029,1.7026,21.837,16.768,15.729
1.045,1.07,1.0525,-5.1952,-14.752,-15.895,242.27,48.911,-4.7348,10.411,-1.2661,39.916,7.135,7.2256,2.3275,5.7492,2.2656,12.722,14.886,16.563
1.045,1.07,1.0544,-5.3862,-15.342,-16.205,250.79,58.252,-3.3471,7.9157,-1.4736,35.369,9.4564,5.312,2.3696,6.6433,0.71271,16.336,13.516,18.627
1.045,1.07,1.0536,-5.6517,-15.434,-16.173,262.21,80.336,-3.7192,4.9004,-0.91324,29.004,8.103,6.2306,4.6914,6.9367,2.1892,12.856,12.582,18.985
1.045,1.07,1.0577,-4.8625,-14.612,-15.342,227.58,29.843,-2.0044,10.054,-0.62847,30.576,10.185,2.7368,4.417,5.8716,2.0719,14.801,22.254,17.019
1.045,1.07,1.0529,-5.0475,-15.306,-16.238,235.92,32.202,-2.5362,8.0629,-0.74448,40.734,9.5688,6.4686,4.2402,5.9784,1.7433,18.771,16.172,16.571
1.045,1.07,1.0617,-3.6374,-11.248,-11.305,171.65,-0.27524,-2.6641,8.4163,1.9466,17.476,11.514,6.0623,3.4141,6.3378,1.4109,13.75,13.776,24.739
1.045,1.07,1.0595,-5.0742,-13.993,-14.561,236.16,62.631,-5.7662,5.6772,-2.1873,18.503,15.742,2.8408,2.6643,6.1666,0.80481,10.845,15.199,19.205
1.045,1.07,1.0564,-4.719,-13.321,-14.074,220.25,43.215,-4.1106,7.2799,-0.94284,25.587,10.348,6.0823,3.4384,5.3852,2.7802,9.1965,17.375,17.393
1.045,1.07,1.0563,-4.7807,-13.329,-14.176,223.07,44.375,-3.0118,8.9506,1.7729,28.082,10.562,6.0401,3.6501,5.2441,1.08,10.576,10.394,17.12
1.045,1.07,1.0525,-5.0323,-14.844,-15.931,234.77,39.845,-4.7533,5.4528,-0.83563,40.646,11.327,7.5681,6.3939,7.6598,1.0199,13.145,10.434,22.145
1.045,1.07,1.0531,-5.4271,-15.895,-16.834,252.98,50.662,-4.4679,8.3179,-0.22896,34.89,8.8993,5.4986,4.2416,5.6608,1.5913,15.856,21.818,14.947
1.045,1.07,1.0563,-5.164,-15.251,-15.697,241.25,44.541,-4.6052,10.256,-0.10694,33.991,8.4847,5.6494,3.3211,7.2725,1.1868,22.046,10.112,21.186
1.045,1.07,1.059,-4.1557,-11.821,-12.62,194.64,24.931,-6.9036,7.0426,0.64271,30.156,8.5983,6.187,2.8814,6.4787,1.6876,8.5579,8.4384,24.298
1.045,1.07,1.0578,-4.5082,-13.342,-14.112,211.01,26.683,-3.7706,7.0074,-0.56143,26.011,11.705,4.506,3.3328,6.533,1.3124,8.9321,22.7,20.362
1.045,1.07,1.0525,-5.1281,-14.208,-15.051,239.13,53.621,-5.2725,12.025,1.1355,30.899,2.8583,9.065,5.4321,1.9915,1.682,12.614,17.37,5.9511
1.045,1.07,1.0473,-5.6428,-16.618,-18.149,262.82,49.044,-3.1913,8.6429,-0.72114,52.479,8.63,8.3231,3.3229,7.9013,2.0633,15.624,14.095,19.47
1.045,1.07,1.0529,-5.3071,-15.554,-16.424,247.38,49.928,-4.0765,6.9398,-2.3953,27.145,15.923,6.0109,4.6363,3.6015,0.78288,14.666,24.532,9.5217
1.045,1.07,1.0549,-4.6689,-13.655,-15.091,218.43,23.967,-1.3082,9.9676,0.90621,44.135,7.7024,4.3744,4.1598,4.1662,2.0199,11.196,13.147,12.83
1.045,1.07,1.0534,-5.1147,-14.764,-15.655,238.49,47.874,-5.5898,6.9924,-0.50384,33.966,8.3678,7.3696,2.8605,6.6824,1.193,13.194,17.85,19.34
1.045,1.07,1.0505,-5.67,-16.248,-17.564,263.65,60.851,-4.4736,6.5222,0.28639,44.298,11.094,6.529,4.0721,5.4971,1.7033,17.893,9.3096,14.242
1.045,1.07,1.0557,-5.0094,-14.225,-15.344,233.69,44.676,-4.9183,8.893,0.50774,36.632,10.967,4.7901,3.9032,5.5645,1.8559,12.717,9.3274,16.998
1.045,1.07,1.0541,-4.9448,-14.132,-14.904,230.66,46.354,-5.4854,7.1665,0.20433,30.434,8.0517,7.946,3.9366,4.8172,1.5604,13.566,15.772,14.719
1.045,1.07,1.0631,-3.799,-10.661,-10.634,178,27.446,-2.1878,4.5151,-0.67971,10.968,6.0451,4.9991,3.407,7.9323,1.7399,5.1074,17.443,32.095
1.045,1.07,1.0497,-5.5978,-15.78,-16.846,260.42,62.567,-3.4168,9.4566,1.4151,34.741,11.527,8.8227,1.1832,5.6051,1.4409,15.443,14.958,14.857
1.045,1.07,1.0529,-5.476,-15.472,-16.722,254.77,59.251,-4.0909,7.5837,-0.73949,42.889,7.7589,5.3175,3.0763,4.4598,1.149,16.707,10.976,12.244
1.045,1.07,1.0594,-4.9861,-13.978,-14.543,232.85,48.865,-3.1813,12.824,0.14393,24.878,4.9801,2.6935,4.447,6.0774,1.5233,10.638,19.463,18.884
1.045,1.07,1.0582,-4.2985,-11.66,-11.803,200.86,43.988,-4.8266,8.2297,-0.14569,16.487,5.8244,8.8189,4.7598,1.3185,1.8599,13.451,9.464,4.9699
1.045,1.07,1.055,-5.0034,-14.319,-15.017,233.39,48.226,-3.8202,7.93,-1.779,28.935,12.952,6.7645,4.4259,7.0539,1.0939,12.54,12.552,21.46
1.045,1.07,1.056,-4.8767,-13.674,-13.856,227.47,54.558,-5.3239,8.0224,-2.0584,23.987,7.7334,8.8397,4.1487,6.7644,2.4662,15.662,8.7266,21.957
1.045,1.07,1.0584,-4.8873,-13.681,-13.966,227.81,54.95,-2.2475,7.0065,-2.1444,20.405,8.3273,4.8772,3.5922,5.4511,2.421,13.803,16.329,17.402
1.045,1.07,1.0571,-5.2047,-15.568,-15.553,243.3,45.606,-3.9456,10.972,1.0656,20.474,9.2457,5.5016,2.3629,9.3761,1.0425,19.908,22.389,26.067
1.045,1.07,1.0541,-5.4259,-15.427,-15.984,252.77,60.371,-3.5423,10.064,-0.09155,31.666,6.1418,6.7541,2.8552,4.6053,1.0719,20.414,14.109,12.895
1.045,1.07,1.0515,-4.8434,-14.066,-15.437,226.01,34.855,-3.9539,5.8956,0.85338,41.194,11.769,8.1448,1.7865,3.7701,2.3414,13.874,12.118,11.206
1.045,1.07,1.0556,-5.1286,-13.57,-14.092,238.56,69.67,-3.6269,9.9752,-0.38377,23.72,5.4304,7.4875,1.1452,5.6306,0.97638,11.122,11.224,17.682
1.045,1.07,1.0574,-4.4326,-13.551,-14.215,208.12,14.709,-2.8311,10.479,0.88874,30.804,13.302,5.3635,3.0736,5.9315,1.8657,16.406,14.322,19.02
1.045,1.07,1.0537,-5.078,-14.601,-15.417,236.94,44.33,-1.1029,9.8743,3.3129,30.493,12.462,6.9419,2.0891,6.4908,1.5644,15.372,11.619,19.169
1.045,1.07,1.055,-4.747,-13.681,-14.645,221.97,33.811,-2.3052,10.92,-0.77962,35.111,9.9318,6.4298,4.9831,7.0644,1.4162,9.486,12.083,22.328
1.045,1.07,1.0566,-4.7863,-13.267,-14.042,223.18,48.559,-3.9499,7.5785,-0.37376,24.578,14.824,6.0659,3.0834,5.2426,1.4065,10.359,9.8177,17.199
1.045,1.07,1.0552,-4.5967,-13.55,-14.315,214.96,30.886,-3.9084,6.4574,-1.6938,36.547,10.368,7.5584,2.4342,6.7879,1.7465,15.879,8.5429,21.964
1.045,1.07,1.0586,-4.6072,-12.234,-13.55,214.66,46.478,-2.7873,7.8613,0.60432,39.178,0.020668,2.8365,3.2486,4.1005,2.6126,5.6016,8.9001,14.256
1.045,1.07,1.0585,-3.7993,-11.734,-12.185,179.26,-0.83011,-3.6247,10.835,-1.1046,32.494,7.6415,7.921,3.3397,7.4266,0.8842,13.092,10.618,27.565
1.045,1.07,1.0549,-4.9633,-14.278,-15.116,231.97,40.153,-3.4797,12.254,-0.28205,39.591,7.2611,6.724,1.9641,6.8001,1.6249,17,6.9553,20.891
1.045,1.07,1.0586,-4.4919,-13.361,-14.131,210.33,24.708,-3.5865,7.2481,-0.043634,32.39,8.4705,3.9168,1.9105,7.4932,2.194,12.473,17.227,24.334
1.045,1.07,1.0608,-4.3707,-12.871,-13.522,204.74,24.413,-3.6641,7.41,0.83779,32.657,5.699,2.8826,3.9803,8.0033,1.3995,12.424,11.506,27.904
1.045,1.07,1.0553,-4.8419,-13.574,-14.388,225.72,48.004,-3.2169,6.8068,-0.80048,25.624,8.4181,6.436,3.8457,7.9824,2.3167,4.4752,21.368,24.684
1.045,1.07,1.0575,-3.4727,-9.9027,-9.8628,163.59,11.062,-4.4253,8.9555,0.050103,13.086,7.7201,12.675,4.8938,4.1842,2.0646,7.6999,11.272,17.825
1.045,1.07,1.0592,-4.4819,-13.559,-13.332,209.95,31.239,-2.2271,6.3703,-1.1303,22.034,5.8517,6.778,3.2886,9.9685,1.521,18.839,14.985,33.019
1.045,1.07,1.0536,-5.3692,-15.743,-16.721,250.3,47.686,-2.1201,8.2566,1.6963,38.113,9.1895,4.9798,4.2073,8.9127,1.1427,14.82,15.042,24.208
1.045,1.07,1.0522,-5.8111,-16.194,-17.134,269.99,73.755,-3.737,8.7401,0.49253,26.583,15.342,5.8,4.4573,3.5493,1.2302,15.291,17.091,9.1533
1.045,1.07,1.0496,-6.2196,-17.174,-18.418,288.56,84.894,-4.2424,9.7046,-1.7294,39.35,8.1862,6.0795,3.0349,5.858,2.2542,14.509,17.798,13.913
1.045,1.07,1.0576,-5.3059,-15.085,-15.343,247.09,62.123,-1.9893,7.5376,-0.30575,21.483,10.772,4.0379,1.8562,4.4555,1.3642,21.341,15.695,12.854
1.045,1.07,1.0538,-5.1052,-14.392,-15.561,237.74,50.614,-3.451,6.4435,0.80521,40.494,6.5109,6.1395,3.8099,9.4975,1.9767,8.8007,9.8007,28.31
1.045,1.07,1.0646,-4.1002,-11.479,-11.101,192.03,37.363,-1.864,7.9578,-1.389,10.24,5.8596,3.6774,4.5395,4.7218,1.4105,15.591,10.367,18.602
1.045,1.07,1.0538,-5.3645,-14.69,-14.99,249.56,71.301,-5.6102,8.9932,1.0181,22.531,1.0616,9.0635,3.0188,4.4775,1.9805,15.581,19.152,12.943
1.045,1.07,1.0548,-4.8235,-13.569,-14.667,224.91,43.888,-4.1514,6.6187,0.17395,35.082,8.4156,6.4258,3.7347,5.9536,1.9075,9.1368,12.196,18.872
1.045,1.07,1.0545,-5.2256,-15.181,-15.786,243.71,49.987,-2.153,8.7886,-0.13624,29.285,9.1644,5.975,2.6664,6.5418,1.8438,16.533,19.091,18.443
1.045,1.07,1.0498,-5.3893,-15.69,-17.149,251.07,46.411,-2.9392,7.6095,1.086,44.516,6.3892,7.067,2.2104,9.77,1.5661,8.1276,22.264,25.216
1.045,1.07,1.0531,-4.7613,-14.387,-15.359,222.83,25.337,-3.4138,8.1598,-0.27793,31.48,14.344,7.1943,2.826,4.7995,1.7065,13.297,23.024,13.496
1.045,1.07,1.0539,-5.9383,-16.385,-17.378,276.08,75.966,-5.4506,12.726,1.0027,30.249,9.943,3.9629,3.6069,2.8202,1.1602,16.641,17.788,7.2
1.045,1.07,1.0584,-4.4869,-13.314,-13.438,210.45,27.177,-2.9299,11.548,0.74833,22.437,8.3851,6.7796,3.8559,7.5199,0.67987,15.646,14.739,25.208
1.045,1.07,1.0519,-5.549,-16.433,-17.667,259.04,43.707,-3.6545,13.056,-0.063702,41.957,12.907,4.8933,1.7693,7.3412,0.96056,16.527,18.451,18.665
1.045,1.07,1.0519,-5.5769,-16.248,-17.45,259.8,52.794,-3.6488,9.0765,-0.22802,43.967,3.534,5.0811,3.3879,3.2246,1.8665,19.121,21.284,8.223
1.045,1.07,1.0559,-4.652,-13.444,-13.922,217.89,33.719,-3.2329,13.274,-2.2649,20.955,13.277,7.2831,3.0811,3.8878,2.323,12.26,20.51,12.252
1.045,1.07,1.058,-4.2607,-12.335,-12.821,199.54,26.669,-3.4959,7.3439,0.8832,23.379,9.8138,6.893,3.5994,4.7562,2.0127,12.222,13.447,16.955
1.045,1.07,1.0522,-5.531,-15.143,-16.089,257.04,70.699,-3.6889,8.6111,-0.32751,34.817,6.1468,7.5609,3.8197,7.0657,1.5042,11.544,11.628,19.722
1.045,1.07,1.0517,-5.0612,-15.153,-16.384,236.32,34.263,-3.2995,6.7962,-1.0573,46.471,4.282,6.7412,2.4334,5.7671,1.9659,15.91,20.35,15.642
1.045,1.07,1.0571,-5.1514,-14.896,-15.653,240.09,49.5,-4.0459,5.9542,2.3909,25.629,13.429,3.2454,2.7221,5.9863,2.1865,15.197,17.878,17.378
1.045,1.07,1.0588,-4.4916,-12.775,-13.07,210.1,37.469,-2.8107,9.2491,-0.44227,22.384,7.9955,6.1704,3.4281,5.4675,1.6648,13.75,12.493,19.033
1.045,1.07,1.0564,-4.8327,-14.091,-14.63,225.75,39.832,-1.4528,8.0366,-0.27045,35.365,6.4136,6.1086,3.9005,10.701,1.7457,14.38,7.6598,33.702
1.045,1.07,1.052,-5.1625,-14.731,-15.715,240.3,52.418,-2.205,4.9674,0.29124,36.68,4.5785,7.8148,3.8556,6.1326,1.9145,12.521,17.438,17.545
1.045,1.07,1.0576,-4.4981,-12.416,-12.849,209.78,46.641,-3.5536,4.9085,-0.50773,18.589,7.65,7.0731,3.4193,5.992,1.4975,7.2143,17.447,20.777
1.045,1.07,1.0559,-4.7464,-14.116,-14.841,222.15,29.683,-2.7989,9.8307,-0.62789,34.397,8.4631,6.0529,3.0508,11.412,1.2422,9.8544,16.58,35.008
1.045,1.07,1.0533,-4.8839,-13.524,-15.083,227.62,42.985,-2.1251,8.4477,0.305,38.488,9.9604,5.6895,2.3306,4.0327,1.4332,5.8336,15.198,12.349
1.045,1.07,1.0588,-4.7058,-12.836,-13.179,219.5,52.189,-2.5627,9.117,0.20636,16.941,8.3842,5.4412,4.1937,4.0361,1.4157,10.782,14.455,13.7
1.045,1.07,1.0525,-5.2703,-14.802,-16.245,244.97,56.488,-4.1257,3.4061,0.38018,44.243,8.0134,5.8254,1.4948,6.6422,1.6183,12.195,10.302,18.924
1.045,1.07,1.0583,-4.2018,-11.621,-11.982,196.38,36.545,-1.9486,6.3478,-0.1365,21.391,6.4009,7.5666,4.6144,2.1797,2.0992,12.556,9.3747,8.2283
1.045,1.07,1.0561,-4.9366,-13.898,-14.921,229.86,49.73,-2.0428,4.4392,-0.73097,32.606,8.0641,4.3536,4.6986,5.9455,1.0376,8.9882,15.831,18.311
1.045,1.07,1.055,-4.6833,-13.354,-14.119,218.71,39.451,-2.2257,7.8617,-1.816,30.101,6.5766,7.2407,3.357,5.1592,1.8145,10.258,18.516,16.404
1.045,1.07,1.0568,-5.4188,-15.092,-15.729,252.17,65.556,-4.1927,8.796,0.82652,27.172,9.4241,4.0199,4.8211,6.1802,2.2063,15.109,11.795,17.764
1.045,1.07,1.0574,-4.343,-12.309,-12.872,203.23,31.808,-2.9487,8.6865,-0.20136,32.28,6.067,7.5749,3.3704,5.5735,1.0476,14.254,3.7989,20.125
1.045,1.07,1.0589,-4.4493,-12.011,-12.576,207.64,46.09,-4.173,7.8367,-0.91044,19.968,10.266,5.931,2.9488,5.6976,2.0323,6.3507,11.33,20.657
1.045,1.07,1.0551,-4.8027,-14.752,-15.044,224.96,28.488,-5.615,8.3421,0.7582,27.831,7.9564,7.9773,3.0074,8.7305,1.4804,17.716,22.083,25.137
1.045,1.07,1.0506,-5.0276,-14.145,-15.647,234.04,46.443,-1.6764,5.5784,0.55632,45.176,9.091,8.0857,3.6342,4.2643,1.5238,11.979,6.7087,12.572
1.045,1.07,1.0571,-4.6662,-13.41,-14.438,218,34.268,-2.9234,7.6262,0.15679,28.127,8.5913,3.7427,4.2016,2.662,1.8175,8.8307,24.188,8.0938
1.045,1.07,1.0528,-5.5923,-15.812,-16.999,260.45,58.846,-3.6282,11.966,-0.37706,38.396,7.8604,4.778,2.0026,3.0913,2.8077,16.654,18.451,8.1863
1.045,1.07,1.056,-5.2442,-14.526,-15.066,243.92,65.249,-3.6161,6.2425,0.24957,21.847,5.9555,5.4287,3.4719,7.4867,2.1331,9.2403,22.286,21.768
1.045,1.07,1.0554,-5.2209,-14.866,-15.529,243.23,55.942,-4.9749,7.2617,-0.15495,33.656,6.975,6.1025,2.8547,5.597,1.0738,18.837,10.703,16.481
1.045,1.07,1.0592,-4.6496,-13.253,-13.934,217.17,39.559,-2.5222,7.441,-1.1264,27.042,6.5118,3.2885,3.5211,8.4969,1.6949,6.9573,19.663,27.673
1.045,1.07,1.0581,-4.3869,-12.896,-13.744,205.32,24.95,-4.1905,5.8366,0.34724,31.651,6.027,4.8315,3.2726,7.3633,1.4087,8.3839,19.427,24.288
1.045,1.07,1.0599,-4.2615,-11.81,-12.158,199.41,35.703,-2.1963,9.4849,-1.3248,25.54,6.3497,5.9348,4.2569,5.4811,2.0692,12.074,4.5888,20.694
1.045,1.07,1.056,-4.9106,-14.22,-15.144,229.34,39.584,-3.7439,8.7491,-0.71525,34.499,12.131,4.9757,3.657,6.2939,1.9027,13.891,11.14,19.322
1.045,1.07,1.0546,-5.3289,-15.407,-16.284,248.72,47.583,-3.688,12.427,1.8609,36.929,6.3961,5.1501,4.7019,5.5645,1.8685,17.365,13.785,15.629
1.045,1.07,1.0503,-5.2468,-14.567,-16.258,244.12,53.001,-5.5691,7.2046,0.52699,44.348,5.8924,7.6485,3.2095,4.5509,1.2044,6.8984,16.702,12.814
1.045,1.07,1.0588,-5.0052,-14.211,-14.769,233.43,49.921,-2.1948,8.3874,1.3072,27.216,10.458,3.0892,3.9754,4.9763,1.3404,17.776,8.9243,15.502
1.045,1.07,1.0586,-5.2364,-14.655,-15.095,243.57,65.098,-5.4997,4.3667,0.77378,23.828,9.9185,3.6162,3.3706,4.8289,1.5626,18.907,10.823,14.496
1.045,1.07,1.0522,-5.1653,-14.416,-15.421,240.61,54.522,-3.8446,9.0502,-0.60942,36.322,9.6486,8.4004,1.9939,5.5305,2.1856,13.834,9.0784,16.417
1.045,1.07,1.0561,-4.9639,-13.285,-14.021,230.8,63.443,-3.8957,5.6531,0.72109,24.564,10.416,6.4968,3.6923,1.8574,1.7023,13.808,6.3843,6.0058
1.045,1.07,1.0487,-5.5394,-15.608,-16.996,257.71,59.401,-4.0189,8.954,-1.1797,45.301,5.0019,8.8955,2.9018,6.9893,1.8597,10.751,16.357,18.494
1.045,1.07,1.054,-5.0069,-14.59,-15.694,233.44,41.57,-2.3529,5.1842,0.6079,37.654,12.394,5.6808,1.8188,7.1243,1.4907,14.215,12.255,20.9
1.045,1.07,1.0556,-5.1204,-14.662,-14.776,238.64,57.997,-4.0731,6.6141,-1.5151,20.052,8.218,7.7214,4.3832,7.3888,1.2209,15.557,18.655,21.896
1.045,1.07,1.0648,-4.2709,-11.218,-10.944,199.16,56.036,-5.2331,5.3943,-0.016255,5.4474,7.9471,3.5485,3.6401,5.9656,2.627,10.657,6.7505,23.416
1.045,1.07,1.0568,-5.2548,-14.297,-14.588,244.22,72.813,-3.439,5.968,-0.6194,19.354,8.8652,6.0325,2.7924,4.7528,1.5021,16.061,12.504,14.335
