V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,P7,P9,P10,P11,P12,P13,P14,LoadMargin
1.045,1.07,1.0563,-5.0028,-15.092,-15.475,233.91,37.152,-3.3691,8.4266,-0.17353,32.873,9.3597,4.2178,7.7937,21.603,12.002,109.12
1.045,1.07,1.055,-5.1208,-15.212,-15.838,238.82,44.672,-2.9691,4.7269,0.88266,30.652,14.579,3.7227,10.909,15.217,12.258,128.2
1.045,1.07,1.0536,-4.8208,-13.549,-15.046,225.11,36.592,-3.8,10.801,-0.2276,34.058,13.461,3.8772,4.4641,3.3223,18.913,110.93
1.045,1.07,1.0525,-5.4309,-15.577,-16.756,253.24,50.932,-3.5768,12.059,-1.1752,41.462,8.5109,2.7281,6.0861,14.619,15.374,138.43
1.045,1.07,1.0495,-5.7359,-16.532,-18.095,266.9,56.729,-3.1985,9.0757,-0.79293,47.075,9.1516,4.9007,6.0599,12.907,17.486,140.82
1.045,1.07,1.0524,-5.0075,-15.093,-16.381,233.69,32.169,-1.8938,4.3261,0.58745,44.2,12.106,4.0407,9.9368,12.11,13.525,89.401
1.045,1.07,1.0589,-4.7722,-14.062,-14.036,223.24,40.192,-4.1713,9.0262,0.56941,17.733,10.36,2.3292,8.2093,17.526,17.574,126.96
1.045,1.07,1.0579,-4.8624,-13.279,-13.754,226.48,56.779,-3.0198,7.1248,1.3233,25.261,5.5636,1.062,9.1537,10.467,9.9147,186.91
1.045,1.07,1.056,-5.1182,-14.204,-14.825,238.23,60.118,-3.3026,6.6665,-0.1547,22.474,12.853,2.3964,6.3931,11.799,14.573,182.56
1.045,1.07,1.0537,-5.1722,-14.63,-15.892,240.72,52.545,-4.9862,4.8325,0.22723,41.411,8.6781,2.7228,9.4624,9.563,9.9689,153.81
1.045,1.07,1.0583,-4.3785,-12.784,-13.322,204.9,28.552,-2.4374,6.4917,0.060338,28.202,10.071,4.3115,5.4375,14.62,9.3238,99.377
1.045,1.07,1.0547,-5.1137,-14.983,-15.816,238.52,44.881,-5.3711,6.1659,0.97845,31.784,10.918,3.8931,4.8882,16.918,16.876,129.16
1.045,1.07,1.0575,-5.051,-14.153,-14.517,235.48,56.883,-5.5458,8.5604,-0.23627,23.795,5.8054,4.7323,4.9783,15.358,14.807,176.71
1.045,1.07,1.0555,-5.1871,-14.661,-15.359,241.85,54.749,-5.1282,9.8794,-1.7728,26.108,13.032,4.1208,7.6111,10.497,16.169,161.62
1.045,1.07,1.0582,-4.1997,-12.454,-13.159,196.93,18.345,-3.0365,7.1406,-0.14356,30.99,6.7709,3.7082,6.8413,9.9364,16.088,63.58
1.045,1.07,1.0603,-4.6298,-13.357,-13.133,216.48,44.684,-4.0574,8.0932,-1.4622,14.604,7.7783,3.1076,5.737,18.535,16.333,149.53
1.045,1.07,1.0498,-5.4501,-16.256,-17.761,253.99,42.485,-2.9781,6.4579,0.02016,41.67,17.869,3.4793,4.0298,16.541,18.442,106.32
1.045,1.07,1.0507,-5.8616,-16.975,-18.018,272.81,62.323,-3.1171,10.308,-0.13372,37.363,9.1809,3.8308,2.7229,20.721,21.336,151.66
1.045,1.07,1.0602,-4.488,-12.936,-12.927,209.87,39.342,-4.6618,6.5824,1.3065,12.691,13.269,1.8998,5.9328,16.325,14.107,136.3
1.045,1.07,1.06,-4.009,-12.746,-12.887,188.88,3.0061,-2.5652,8.2084,0.21545,26.67,14.134,4.0444,5.2403,22.793,7.9745,10.543
1.045,1.07,1.0541,-5.2561,-14.177,-15.351,244.26,64.614,-3.3992,7.0264,2.0399,34.821,4.1439,3.1646,7.9055,5.853,13.003,191.95
1.045,1.07,1.0524,-5.0812,-15.332,-16.605,237.23,33.334,-4.8763,5.4819,-0.13009,41.307,11.67,5.2499,4.4468,15.717,18.983,90.222
1.045,1.07,1.0534,-5.3755,-15.419,-16.327,250.13,57.629,-3.2644,5.2139,0.0036545,36.931,3.3989,3.869,6.0486,15.296,19.222,158.13
1.045,1.07,1.058,-4.6976,-13.915,-14.142,219.48,38.762,-3.8663,4.5326,-0.12466,21.387,11.016,3.717,6.3771,17.168,17.251,122.67
1.045,1.07,1.0502,-5.6164,-16.216,-17.689,261.49,53.315,-2.7574,9.3912,-0.0093175,44.243,12.309,0.82049,6.4105,14.924,16.407,135.78
1.045,1.07,1.0521,-5.2396,-15.54,-16.779,244.22,42.928,-3.863,4.7667,-0.76911,39.087,14.8,3.1631,6.2288,14.957,17.182,115.52
1.045,1.07,1.0503,-5.4721,-15.61,-17.198,254.03,59.429,-2.492,0.70452,-0.68102,44.816,8.8567,3.3858,5.8313,11.292,17.4,155.99
1.045,1.07,1.055,-5.1367,-13.614,-14.757,238.8,64.525,-4.5785,8.2956,1.4851,29.609,7.4455,4.0787,6.2302,4.0034,12.049,199.79
1.045,1.07,1.0525,-5.5547,-15.855,-16.856,257.75,68.404,-3.6174,-0.58894,-0.92642,34.446,11.613,4.02,7.3836,14.529,15.486,182.17
1.045,1.07,1.0565,-4.9538,-13.41,-14.172,230.58,58.789,-3.7624,7.3773,0.69695,26.275,5.1125,1.3565,5.5549,9.2512,15.845,187.4
1.045,1.07,1.0585,-4.6511,-13.081,-13.393,217.1,45.766,-3.3855,7.0226,1.2388,18.529,8.724,1.8443,2.2111,16.964,15.717,153.32
1.045,1.07,1.055,-4.989,-14.198,-15.058,232.72,45.895,-2.7296,8.7046,0.97093,30.174,5.2925,3.3385,5.617,10.456,21.596,135.97
1.045,1.07,1.0585,-4.3705,-12.21,-13.001,204.28,35.008,-5.1093,7.1586,-0.37696,31.605,7.7189,2.5552,5.9162,10.424,6.5617,126.84
1.045,1.07,1.055,-5.5459,-15.332,-15.923,257.92,71.174,-5.0806,9.0864,1.2955,22.797,9.5499,4.8333,6.3743,12.632,16.944,198.2
1.045,1.07,1.0602,-4.2329,-11.467,-11.763,197.82,40.51,-2.2674,8.1655,0.13146,16.498,5.4151,1.8357,2.6225,10.456,14.892,152.97
1.045,1.07,1.0584,-4.5917,-12.581,-13.059,214.5,44.494,-2.875,10.968,1.3308,15.262,11.215,2.7736,6.0907,5.9797,17.611,152.35
1.045,1.07,1.0583,-4.7171,-13.298,-13.48,219.9,50.357,-1.2939,4.7657,0.81714,18.468,5.4977,2.6382,4.9772,15.037,17.921,164.56
1.045,1.07,1.0579,-4.4635,-12.824,-13.35,208.6,35.472,-1.9321,5.9827,-1.5349,24.548,8.3191,5.5585,4.5974,11.059,16.315,120.32
1.045,1.07,1.0524,-5.6384,-15.706,-16.849,262.01,67.776,-3.9272,7.4905,1.7012,34.272,12.604,2.6479,7.5657,12.355,11.958,181.94
1.045,1.07,1.0609,-4.3053,-12.783,-12.62,201.8,29.901,-4.355,6.9381,-1.1351,16.436,8.3714,1.9071,5.3223,19.28,16.976,104.27
1.045,1.07,1.0543,-4.982,-14.32,-15.56,232.56,39.691,-4.5367,9.2107,0.062117,44.123,6.9295,5.226,8.5973,9.9587,8.4008,119.7
1.045,1.07,1.0584,-4.9473,-13.931,-14.052,230.73,55.328,-5.574,7.7071,1.3241,14.438,8.3451,3.0434,3.9336,16.399,19.715,172.93
1.045,1.07,1.0528,-5.1683,-15.244,-16.446,241.21,39.568,-3.5576,8.3083,-0.45313,42.638,9.4698,3.531,7.7772,13.493,15.46,109.94
1.045,1.07,1.0568,-5.3858,-15.189,-15.376,250.67,67.542,-5.0589,7.1797,-0.038887,21.353,13.44,1.0095,6.9679,21.358,9.4536,195.36
1.045,1.07,1.056,-4.8797,-13.372,-14.398,227.11,54.373,-4.978,4.7532,-1.2422,33.819,6.7515,3.2825,6.3724,8.1635,10.912,175.32
1.045,1.07,1.0576,-4.2361,-12.046,-12.985,198.12,26.575,-1.5212,6.0106,0.14612,34.132,9.0219,3.8313,9.3553,5.3501,6.4805,96.014
1.045,1.07,1.0545,-4.7904,-13.848,-14.986,223.29,39.525,-3.8629,2.6037,1.1146,30.959,12.225,3.4117,1.8369,13.131,18.675,119.62
1.045,1.07,1.0577,-4.655,-13.528,-13.888,217.47,38.714,-2.6721,6.0764,1.5692,20.915,8.6825,1.2854,7.7303,12.623,20.626,123.04
1.045,1.07,1.053,-5.3399,-15.653,-16.685,248.64,51.55,-4.261,4.0978,-1.8512,39.626,12.154,3.8425,8.7087,15.104,13.167,140.97
1.045,1.07,1.0547,-4.9639,-14.8,-15.608,231.94,35.448,-1.7695,8.0774,-0.72521,37.182,10.863,4.9131,6.4782,17.596,11.693,104
1.045,1.07,1.0595,-4.7885,-13.758,-13.591,224.1,44.637,-2.8804,13.253,-1.1343,15.622,8.9022,4.6732,7.9047,15.503,15.087,145.19
1.045,1.07,1.052,-5.4683,-15.753,-16.884,254.18,59.361,-2.1201,3.1011,-1.9368,44.426,4.8943,3.924,5.8664,17.313,14.34,159.03
1.045,1.07,1.0573,-4.6715,-13.941,-14.492,218.72,29.569,-4.9172,8.6334,0.10639,30.487,10.439,4.6257,5.8299,17.335,12.557,94.163
1.045,1.07,1.0531,-5.4213,-15.1,-16.382,252.67,54.91,-5.1833,13.556,2.0034,41.227,6.1312,2.9374,6.2274,12.008,11.221,154.81
1.045,1.07,1.0546,-5.4225,-15.535,-16.155,252.63,57.857,-4.0147,9.21,1.7971,29.527,7.5183,3.4528,5.4804,18.358,16.756,160.46
1.045,1.07,1.0563,-4.8354,-13.838,-14.568,225.65,43.874,-3.8804,6.9634,-1.0588,28.568,10.475,3.3162,5.6741,12.601,15.385,137.83
1.045,1.07,1.0526,-5.349,-15.173,-16.374,249.21,52.773,-3.5608,9.8702,0.26328,37.207,7.2584,0.39662,5.294,12.675,21.067,144.41
1.045,1.07,1.0596,-4.4381,-12.074,-12.436,207.15,46.045,-2.6701,7.6205,-0.48709,24.91,1.3767,1.8978,6.4431,10.444,10.884,167.48
1.045,1.07,1.057,-5.0746,-14.115,-14.59,236.42,59.211,-4.6094,8.1635,-2.2831,24.705,10.544,4.8562,4.8134,14.858,10.734,184.03
1.045,1.07,1.06,-4.4015,-12.688,-12.898,205.96,35.126,-4.5944,7.1262,-1.0815,24.464,6.7766,2.9415,9.0568,12.667,10.937,125.1
1.045,1.07,1.055,-5.2326,-14.673,-15.476,243.75,57.581,-4.6531,8.952,-1.254,29.513,9.7028,3.8325,3.7989,14.567,15.395,168.92
1.045,1.07,1.0559,-4.7362,-13.382,-14.345,220.82,42.216,-2.6942,5.1721,2.0654,29.945,10.787,4.831,5.5311,9.8026,11.15,136.61
1.045,1.07,1.0524,-5.9978,-15.661,-16.611,277.63,97.725,-2.5706,6.9529,1.1054,25.762,7.8483,3.8523,3.1445,12.023,13.663,252.71
1.045,1.07,1.0575,-4.815,-13.826,-14.247,224.62,45.867,-2.1212,5.7886,0.49238,32.501,4.6019,2.7751,7.0855,18.872,6.9861,147.81
1.045,1.07,1.0511,-5.3832,-15.66,-17.181,250.71,48.158,-3.6704,6.494,-2.6223,53.23,5.9749,2.0942,8.097,14.083,12.778,128.39
1.045,1.07,1.0633,-3.8093,-10.192,-10.104,178.5,33.101,-3.7237,8.41,0.48234,9.5558,5.3791,0.89449,4.9762,8.6072,11.396,141.43
1.045,1.07,1.0587,-4.2252,-12.236,-12.894,198.02,22.937,-3.5959,8.4312,1.0724,29.985,6.6363,2.6837,2.9258,15.12,10.988,82.871
1.045,1.07,1.0585,-4.595,-12.499,-13.096,214.19,50.102,-5.066,5.8908,0.1208,20.871,8.0125,3.1763,7.6054,4.8965,14.777,174.08
1.045,1.07,1.0547,-4.7377,-14.485,-15.503,221.83,22.004,-4.7897,7.433,0.2155,41.596,7.6429,3.2472,6.154,16.67,17.308,64.318
1.045,1.07,1.0558,-4.8826,-14.471,-15.128,227.98,38.633,-3.1974,5.3953,-0.42194,31.037,10.239,3.4476,9.7618,12.552,17.171,115.65
1.045,1.07,1.0548,-5.4406,-14.334,-15.32,252.76,75.564,-5.0832,10.394,-0.1668,30.296,8.1085,3.0317,3.1106,12.051,7.8861,221.92
1.045,1.07,1.0578,-4.7126,-12.757,-13.445,219.47,54.119,-5.1448,5.4716,0.36688,20.936,11.188,3.6066,3.5342,9.5643,11.483,184.09
1.045,1.07,1.0566,-4.7811,-13.244,-14.045,223.12,45.81,-4.2054,9.6558,1.5961,22.785,8.7029,4.2614,3.4456,8.1924,19.038,147.51
1.045,1.07,1.0538,-5.3726,-15.223,-16.161,250.16,57.753,-4.4279,8.2989,-0.0099651,29.921,11.026,4.7181,7.9349,9.2411,18.849,160.94
1.045,1.07,1.054,-4.9539,-14.532,-15.674,231.18,37.232,-3.723,6.1068,1.2514,39.363,9.1456,1.3634,4.3153,16.938,15.025,109.09
1.045,1.07,1.0558,-4.9527,-14.194,-14.984,231.06,45.317,-3.9975,7.5621,0.037725,31.709,9.5954,4.2044,7.5956,11.998,12.736,139.48
1.045,1.07,1.0598,-4.3808,-12.501,-12.571,204.49,42.125,-2.2397,2.4286,-1.3168,16.88,6.2147,3.2268,7.076,11.671,18.144,147.21
1.045,1.07,1.0542,-5.0717,-14.985,-15.907,236.8,39.308,-3.8285,7.9002,0.52405,34.419,11.61,5.7504,5.0416,15.904,15.368,112.79
1.045,1.07,1.0544,-5.0745,-14.492,-15.376,236.34,51.146,-2.8686,4.9926,-0.85405,28.137,11.464,3.8927,4.5879,12.018,19.877,149.05
1.045,1.07,1.058,-4.2827,-12.826,-13.535,200.62,20.886,-5.5396,4.5038,0.032896,26.811,13.583,2.8232,4.1052,14.14,16.092,70.274
1.045,1.07,1.055,-4.648,-13.73,-14.937,217.47,26.048,-4.3373,8.1933,-1.777,45.971,4.0154,2.5108,5.5037,13.609,14.358,80.649
1.045,1.07,1.0562,-4.7413,-13.861,-14.69,221.77,31.947,-4.2018,9.5676,2.2818,33.153,8.0676,2.8731,4.656,15.827,13.977,100.61
1.045,1.07,1.0571,-5.5642,-15.23,-15.208,258.67,80.612,-4.1872,9.1345,-0.47285,15.851,6.5431,3.9007,8.8081,14.691,16.254,227.37
1.045,1.07,1.0581,-4.4127,-13.229,-13.815,206.89,21.81,-5.021,8.2347,0.15859,30.166,9.9922,3.6891,7.4684,13.658,13.648,72.91
1.045,1.07,1.0571,-4.6386,-12.713,-13.582,216.46,44.571,-3.2696,9.0033,-0.76893,29.54,8.6709,0.13086,3.1852,12.081,11.176,151.73
1.045,1.07,1.0575,-4.8784,-13.621,-14.082,227.59,50.959,-3.6567,9.245,0.085617,22.649,12.642,2.6864,4.3567,16.017,9.0396,165.03
1.045,1.07,1.0552,-5.0516,-14.307,-15.084,235.81,47.432,-3.8338,11.703,-0.22146,23.861,11.765,1.8432,6.7327,8.3957,23.296,138.63
1.045,1.07,1.0564,-4.9717,-13.623,-14.465,231.2,59.514,-4.9204,3.5872,-0.051823,33.856,5.669,2.6077,6.4309,12.859,6.4345,190
1.045,1.07,1.0548,-5.093,-14.711,-15.582,237.39,47.695,-3.6739,5.9938,0.49831,35.173,6.9362,3.7075,7.881,13.116,15.355,140
1.045,1.07,1.0589,-4.4605,-12.564,-12.994,208.48,38.418,-3.4233,7.7605,0.48859,20.295,11.301,2.9727,4.6467,12.444,11.986,135.3
1.045,1.07,1.06,-4.453,-12.937,-13.038,208.35,35.926,-4.8396,6.6462,0.18657,20.24,8.0267,2.8288,5.9933,16.769,13.49,125.02
1.045,1.07,1.0548,-5.0164,-14.121,-15.212,234.23,44.424,-4.4206,12.578,-0.98255,34.042,10.914,4.2113,4.1656,10.929,13.382,135.26
1.045,1.07,1.0539,-5.361,-14.914,-15.862,249.16,63.996,-2.972,5.2634,1.5892,30.165,12.124,2.0196,4.1644,15.908,11.674,182.83
1.045,1.07,1.0562,-5.1502,-14.292,-14.892,239.81,60.748,-4.2772,7.8967,-1.65,25.407,11.82,4.1512,6.7699,12.156,11.333,185.03
1.045,1.07,1.0582,-4.8502,-13.584,-13.87,226.18,52.593,-4.0185,7.2472,1.0724,16.826,11.632,3.3718,7.9538,10.935,14.659,170.33
1.045,1.07,1.0609,-4.2798,-11.808,-11.934,200.37,37.524,-3.6057,10.955,0.40005,14.835,9.825,3.8222,4.4728,11.814,9.3404,141.87
1.045,1.07,1.0559,-5.025,-13.744,-14.61,233.74,59.992,-4.1036,5.2985,-0.91512,30.935,7.5991,4.8101,5.9158,10.016,9.5357,188.57
1.045,1.07,1.0581,-4.6681,-13.021,-13.596,217.61,47.744,-4.5431,4.5818,1.4406,26.905,8.0662,2.6143,6.2788,13.482,7.5222,162.47
1.045,1.07,1.0561,-5.294,-14.915,-15.305,246.47,62.556,-3.2607,7.6567,0.42792,22.732,12.883,2.0118,7.1665,17.149,11.946,182.84
1.045,1.07,1.0576,-4.9524,-13.85,-14.326,230.91,54.02,-6.0412,7.8763,-0.033568,22.689,8.6917,2.0377,7.9619,10.918,16.379,170.68
1.045,1.07,1.0543,-5.6067,-15.948,-16.425,260.94,66.824,-2.7671,9.3177,-0.79117,25.974,10.425,4.6289,7.4084,16.228,17.314,179.27
1.045,1.07,1.0598,-4.5266,-13.056,-13.063,211.63,40.437,-3.0767,6.8769,-0.81859,15.669,12.783,3.2751,8.2816,13.807,12.798,138.93
1.045,1.07,1.0578,-4.777,-12.197,-12.992,222.12,65.32,-5.1144,7.9583,0.093544,19.559,9.573,3.2246,2.9941,5.129,8.8836,225.53
1.045,1.07,1.0545,-5.2238,-14.659,-15.487,243.12,58.963,-2.7864,6.6182,-1.6149,28.638,10.191,2.8487,4.6481,13.064,18.055,170.83
1.045,1.07,1.058,-4.7775,-12.936,-13.519,222.58,55.902,-6.0113,7.0325,-0.11818,17.277,12.717,3.7171,2.8571,10.038,13.639,187.49
1.045,1.07,1.0506,-5.6043,-15.534,-17.137,260.08,67.745,-3.1227,4.0211,-1.1715,42.667,11.823,4.0594,6.7284,8.5333,12.158,179.9
1.045,1.07,1.0523,-5.3881,-14.902,-16.254,250.57,61.356,-2.8133,8.0998,-2.7556,39.205,8.5582,4.3831,5.535,8.1754,15.599,171.83
1.045,1.07,1.0517,-5.3519,-14.925,-16.559,249.15,53.52,-4.8751,9.5201,0.0011462,42.178,11.357,2.2005,5.9647,7.7885,14.389,149.01
1.045,1.07,1.0542,-5.4103,-16.142,-16.685,252.34,49.102,-4.6435,7.3756,2.0408,30.971,8.5715,2.7014,6.9316,21.288,20.521,130
1.045,1.07,1.0566,-4.8098,-13.479,-14.222,224.18,48.926,-4.7232,5.4672,-0.082447,24.029,9.9071,3.3695,3.6055,11.182,17.99,155.95
1.045,1.07,1.0557,-4.8091,-14.002,-14.906,224.68,36.417,-4.9095,7.7033,0.27392,32.314,11.754,3.83,4.3559,14.694,13.615,113.09
1.045,1.07,1.0535,-4.9716,-14.367,-15.705,231.58,42.905,-5.2298,2.7285,0.32242,38.248,10.276,3.9931,5.2396,10.4,16.926,125.58
1.045,1.07,1.0524,-5.3963,-15.965,-17.071,251.69,45.253,-4.5787,8.5116,0.27562,40.031,11.286,3.2314,7.605,15.993,16.914,119.95
1.045,1.07,1.0577,-5.1928,-14.869,-14.824,242.2,57.716,-3.4322,9.5068,1.959,17.582,6.4481,4.2774,6.8467,18.924,17.335,170.57
1.045,1.07,1.0572,-4.5488,-13.25,-14.024,212.43,34.304,-5.481,3.2086,0.96293,30.259,7.8607,2.3109,6.1501,12.524,16.177,112.62
1.045,1.07,1.0549,-4.9197,-14.823,-15.651,229.95,32.098,-3.7821,6.8054,1.2812,36.572,11.969,4.1506,5.7153,19.702,11.404,94.294
1.045,1.07,1.0529,-4.7193,-14.22,-15.881,220.98,17.539,-5.0279,9.1389,-0.11307,56.434,6.4537,2.629,8.2381,12,9.3661,50.977
1.045,1.07,1.058,-4.6885,-12.477,-13.124,218.79,50.59,-2.3016,12.664,0.8933,24.785,10.034,2.4268,5.1498,10.116,3.1959,175.81
1.045,1.07,1.0558,-4.8078,-14.022,-14.714,224.78,36.211,-2.7264,9.7821,-0.37642,26.051,10.785,3.6894,4.657,12.564,21.513,109
1.045,1.07,1.0551,-5.2125,-14.857,-15.672,243.03,51.12,-4.8153,9.2862,2.983,30.605,10.364,3.3083,6.895,14.532,12.415,149.69
1.045,1.07,1.0608,-4.3687,-12.465,-12.49,204.52,36.327,-5.0877,8.5429,0.78871,15.173,7.6041,3.2103,7.2087,11.947,15.817,130.24
1.045,1.07,1.0564,-4.6847,-13.671,-14.524,218.85,34.288,-4.6487,5.7197,1.6245,31.011,11.21,2.8044,6.0455,13.435,13.525,109.41
1.045,1.07,1.0574,-4.7707,-14.004,-14.361,222.99,38.974,-3.7482,7.6139,-0.54385,28.334,3.2592,2.9328,4.9494,18.15,19.579,120.81
1.045,1.07,1.058,-4.7672,-12.603,-13.16,221.96,59.704,-3.3092,8.2051,-0.078963,17.954,9.9116,3.7595,5.3701,6.2287,11.515,203.35
1.045,1.07,1.0537,-5.4887,-15.822,-16.617,255.36,61.206,-4.9107,4.9873,-1.2129,34.254,10.102,3.0462,6.9607,17.693,15.309,166.07
1.045,1.07,1.0556,-5.115,-13.853,-14.818,238.22,58.988,-4.2146,10.785,-0.44503,33.984,8.2907,1.8878,5.1413,12.408,6.2798,183.33
1.045,1.07,1.0544,-5.5238,-16.022,-16.463,257.6,56.924,-3.589,11.903,0.82788,26.727,6.7694,2.7851,7.8493,16.74,23.67,150.1
1.045,1.07,1.0517,-5.5868,-16.576,-17.462,260.11,53.845,-3.0924,5.323,1.2449,34.24,9.0696,3.5005,8.0945,16.057,24.886,133.61
1.045,1.07,1.0597,-4.5483,-13.16,-13.274,212.88,37.357,-5.7335,9.0181,-0.06526,17.543,9.8403,4.4042,5.6225,14.875,15.637,127.01
1.045,1.07,1.0563,-4.7565,-14.017,-14.724,222.45,32.986,-3.5699,8.6744,0.51866,31.647,9.7768,3.7065,5.6962,15.675,14.261,102.94
1.045,1.07,1.0587,-4.6596,-13.287,-13.478,217.66,45.105,-4.7077,7.2826,-2.0797,18.454,5.2248,2.3005,5.2932,12.739,23.989,142.55
1.045,1.07,1.0552,-5.0446,-14.697,-15.458,235.84,40.039,-2.9681,12.802,-1.9305,38.868,4.5071,3.8648,7.1979,15.466,14.271,118.65
1.045,1.07,1.0588,-4.8244,-13.822,-13.967,225.46,45.889,-5.1275,9.9421,0.42521,18.625,12.747,3.4712,5.4935,18.017,11.101,148.97
1.045,1.07,1.0549,-4.9935,-14.532,-15.491,233.07,41.655,-4.4775,7.5432,-1.3733,40.312,5.8477,4.5693,4.9336,16.42,12.637,124.5
1.045,1.07,1.0552,-4.9503,-14.578,-15.271,231.11,40.318,-2.5484,6.8153,-0.42424,29.313,10.117,4.957,6.5605,13.407,19.54,118.2
1.045,1.07,1.0566,-4.3232,-12.902,-13.76,202.54,20.375,-2.9784,6.2384,-2.4462,31.432,7.4706,3.9399,3.2238,11.136,23.202,63.351
1.045,1.07,1.0547,-4.7692,-13.252,-14.531,222.31,43.369,-3.7453,6.5924,0.1459,32.262,8.7206,3.5861,2.1767,7.4614,18.388,136.5
1.045,1.07,1.0527,-5.0087,-14.066,-15.684,233.35,44.337,-3.9129,7.0139,-0.085102,43.526,9.3873,2.2033,4.1736,9.2081,12.991,131.42
1.045,1.07,1.0569,-4.8506,-13.6,-14.264,226.66,44.733,-5.0016,12.44,-0.5493,22.082,13.599,3.7962,4.2499,10.77,15.662,143.12
1.045,1.07,1.0585,-4.7007,-13.202,-13.455,219.12,50.455,-3.0809,4.3428,1.138,16.718,8.666,3.7734,6.1181,11.993,16.618,167.23
1.045,1.07,1.0594,-4.5282,-13.072,-13.283,211.79,37.388,-3.9877,7.5903,0.26521,24.419,7.1278,1.7792,6.1458,17.775,10.809,128.82
1.045,1.07,1.053,-4.976,-14.817,-15.977,232.68,30.528,-1.8612,10.66,-0.99219,37.573,13.198,3.953,5.9147,12.371,18.868,85.733
1.045,1.07,1.0588,-4.4302,-12.845,-13.193,207.03,35.595,-4.0665,3.9644,0.40888,19.698,9.0855,2.7872,5.5003,12.735,18.993,120.19
1.045,1.07,1.0578,-4.8751,-13.746,-14.159,227.45,50.431,-4.6658,8.0999,-0.74045,27.68,2.6099,4.5723,6.9564,12.945,14.915,161.74
1.045,1.07,1.0552,-4.8226,-13.42,-14.621,224.86,45.102,-4.3433,7.548,-1.5139,37.181,9.3569,4.5225,3.8656,10.116,9.0317,144.63
1.045,1.07,1.058,-4.5455,-13.115,-13.583,212.2,38.492,-3.7879,3.5238,2.0329,21.856,8.3273,3.0605,3.3491,15.374,17.479,127.78
1.045,1.07,1.0584,-4.7682,-12.987,-13.465,222.05,56.409,-5.3648,5.3504,0.9781,19.627,9.3451,3.5343,5.5686,10.425,11.381,190.24
1.045,1.07,1.0544,-5.2183,-14.886,-15.729,243.14,53.186,-2.7347,7.9851,-1.0759,33.925,9.2874,3.8502,5.915,15.027,13.464,154.07
1.045,1.07,1.0566,-4.7682,-13.321,-14.269,222.32,46.45,-6.8257,5.7344,-0.26052,27.869,11.671,2.6741,2.9937,11.533,14.127,151.11
1.045,1.07,1.0621,-4.2383,-11.576,-11.421,198.21,43.414,-3.1834,8.7395,-0.94158,15.315,6.5676,2.9111,7.499,12.651,4.8597,168.24
1.045,1.07,1.0511,-5.9727,-16.355,-17.595,277.44,77.361,-3.4444,12.195,-0.014015,37.837,11.161,2.7434,6.7702,12.985,11.041,196.06
1.045,1.07,1.06,-4.0937,-11.966,-12.245,192.21,19.157,-1.3777,10.152,1.5763,19.325,10.316,1.9769,6.3777,11.68,14.826,70.471
1.045,1.07,1.0569,-4.9993,-14.599,-14.963,233.36,45.354,-3.3709,7.4941,2.3053,29.357,4.0098,1.5065,10.167,16.234,16.257,136.61
1.045,1.07,1.0573,-5.0868,-14.586,-14.704,237.01,57.283,-3.8897,5.2968,0.17596,18.558,6.1161,3.668,7.8601,14.656,22.161,169.04
1.045,1.07,1.0579,-4.7835,-13.876,-14.298,223.78,38.277,-4.1497,11.081,-0.09934,31.842,7.2401,2.3979,8.5154,17.003,8.0159,123.96
1.045,1.07,1.0566,-4.7641,-13.655,-14.361,222.21,43.327,-3.9485,4.619,0.50681,26.894,10.582,4.1213,5.0982,13.006,14.521,138.44
1.045,1.07,1.0591,-4.4202,-12.965,-13.276,207.11,29.085,-3.8876,9.039,-0.9682,26.422,5.7291,3.8061,5.2083,15.874,14.807,99.848
1.045,1.07,1.0551,-5.0118,-14.677,-15.521,233.99,41.749,-5.3028,7.6166,-1.5204,36.342,5.5961,3.4734,7.566,13.113,19.29,121.9
1.045,1.07,1.0556,-5.1769,-14.401,-15.079,241.12,57.953,-2.9093,9.0795,1.4694,27.892,6.608,3.8914,4.0341,15.123,13.723,173.83
1.045,1.07,1.0569,-5.1623,-14.045,-14.476,240.02,67.895,-2.8073,6.2716,0.88915,20.295,12.34,1.4139,7.9129,12.751,9.0331,209.11
1.045,1.07,1.0557,-5.6446,-15.501,-15.69,262.33,80.304,-2.6502,9.3139,-1.9982,19.228,9.5057,3.1334,6.0207,17.352,15.711,220.71
1.045,1.07,1.0578,-5.1301,-14.185,-14.416,238.92,63.654,-3.8865,8.4876,-0.6121,25.365,5.6296,3.162,7.1523,17.161,7.8745,197.82
1.045,1.07,1.0596,-4.4194,-13.135,-13.327,206.85,30.468,-3.7702,5.155,-0.16203,28.146,9.2602,3.6878,7.9563,19.23,5.092,105.8
1.045,1.07,1.0562,-5.4379,-15.055,-15.367,252.61,74.617,-4.1287,4.4433,0.71133,21.578,8.8213,4.5764,6.5024,16.799,11.91,214.47
1.045,1.07,1.0542,-5.2472,-15.451,-16.082,244.97,45.742,-2.0524,10.408,-1.1555,30.947,9.1659,4.7491,7.5864,14.857,20.739,125.94
1.045,1.07,1.0629,-3.4454,-10.321,-10.579,162.47,1.5533,-4.684,6,0.29963,28.356,3.6346,4.125,6.2163,13.011,4.7678,6.7741
