V2,V6,V9,Theta2,Theta6,Theta9,P1,P4,Q4,P5,Q5,P7,Q7,P9,Q9,P10,Q10,P11,Q11,P12,Q12,P13,P14,Q14,LoadMargin
1.045,1.07,1.0542,-4.9374,-14.075,-14.362,230.52,48.711,-3.5122,10.08,1.5783,0.07177,-1.1865,28.418,20.506,2.4446,7.4344,3.3803,1.6623,8.106,2.0917,14.719,14.326,2.7473,10.542
1.045,1.07,1.0523,-4.8824,-13.137,-13.719,227.65,55.777,-3.1085,12.275,1.5876,-0.79442,-0.19268,26.504,20.718,2.8601,6.9973,2.9513,2.5763,2.9985,1.4504,10.897,14.249,3.76,9.5502
1.045,1.07,1.0514,-5.5349,-15.589,-15.981,257.4,70.394,-2.5031,7.4838,1.0433,-2.1684,0.40022,30.571,20.733,7.1912,4.8855,3.0491,1.276,6.2491,1.1843,20.175,11.312,5.1047,8.3954
1.045,1.07,1.0633,-5.1756,-14.858,-15.586,241.59,49.602,-5.6315,10.19,1.3884,-0.55331,-0.72165,28.494,7.044,7.2219,7.7222,3.257,3.1795,3.1366,1.6083,17.808,20.834,5.554,9.5921
1.045,1.07,1.0474,-5.9477,-16.9,-17.829,276.61,71.111,-5.6671,10.495,0.53634,0.17694,-0.35921,31.456,21.159,11.351,5.221,2.0284,1.7057,6.7928,1.01,14.504,23.081,5.1144,4.9147
1.045,1.07,1.0577,-5.5082,-15.037,-15.802,255.98,73.609,-4.6598,7.4629,0.40601,-0.14373,1.9053,26.655,12.387,10.09,7.4833,2.3076,2.1529,4.0814,1.141,15.924,13.027,3.5775,6.5885
1.045,1.07,1.0575,-4.8342,-14.021,-14.875,225.56,40.897,-3.8088,4.9162,1.1205,0.29603,0.45892,30.762,17.654,9.0638,2.6951,4.0278,2.368,6.0759,0.82813,12.271,17.358,4.1943,12.477
1.045,1.07,1.0622,-4.7135,-13.418,-13.959,220.27,42.171,-3.7577,8.8794,1.052,-1.9999,-0.62256,26.011,14.293,7.7072,5.1373,2.3547,1.8099,7.2688,2.2562,11.672,16.895,3.397,7.8099
1.045,1.07,1.0651,-5.5089,-16.23,-16.629,256.9,56.51,-4.8528,8.0919,1.3112,-0.26944,-0.63003,25.122,6.9697,14.713,7.2477,3.7098,1.8586,8.2738,2.3173,22.02,15.53,3.8336,10.2
1.045,1.07,1.0491,-4.7354,-13.86,-14.684,221,37.023,-5.6471,4.1243,2.043,0.82131,-0.14952,33.949,23.678,8.5175,5.5117,5.0505,2.4023,5.134,0.95793,13.522,13.448,4.1774,15.436
1.045,1.07,1.055,-4.2782,-12.364,-13.193,200.36,24.062,-3.0288,7.9839,1.2125,-0.37752,1.3527,29.539,18.718,12.146,6.6427,3.23,2.2052,2.4051,1.4458,12.78,11.136,3.088,11.24
1.045,1.07,1.0626,-5.3727,-15.56,-16.556,250.4,51.697,-4.3535,7.7635,2.0256,0.57709,-0.040641,34.914,9.768,6.3602,2.2587,3.2162,1.8389,6.4128,1.8099,15.768,21.128,6.7856,8.9112
1.045,1.07,1.0665,-5.2879,-14.999,-15.818,246.66,54.044,-3.8359,11.033,1.1806,-0.81755,-0.11963,31.803,6.6759,7.4496,5.6108,5.6916,1.4869,8.9423,0.60959,11.993,14.653,4.4364,16.901
1.045,1.07,1.0535,-5.2879,-15.409,-16.41,246.26,50.628,-3.4697,4.9388,1.8948,-0.25411,-0.61903,38.568,18.507,10.972,4.2239,3.376,1.9766,2.9681,0.2481,21.491,11.602,4.2659,9.4103
1.045,1.07,1.0543,-4.9137,-14.835,-15.354,229.82,34.005,-2.2503,8.2819,0.62911,-1.4582,0.12249,30.482,17.577,12.529,5.4234,4.9937,1.8518,9.5625,1.3732,14.458,16.647,5.9932,14.535
1.045,1.07,1.0664,-4.1403,-11.29,-11.455,193.4,42.176,-6.2002,3.8613,1.7293,-0.537,-1.578,10.746,15.332,8.251,4.9737,5.0033,1.6438,4.7839,1.0102,7.7151,14.467,2.5632,19.807
1.045,1.07,1.0494,-5.4732,-15.669,-16.091,254.85,62.575,-4.0069,8.569,1.2591,-0.081565,0.87445,22.301,23.122,11.241,4.8493,2.2488,2.3589,6.132,1.5131,15.853,22.89,2.5114,5.9935
1.045,1.07,1.0445,-5.2515,-15.316,-15.908,244.84,50.381,-3.9705,8.1866,1.2474,0.43772,-0.092273,33.98,22.157,9.3801,8.0053,5.5631,2.1293,4.8151,1.768,19.112,11.158,8.1505,15.277
1.045,1.07,1.0538,-5.0307,-14.559,-15.435,234.63,45.029,-4.2838,6.3273,0.83888,1.334,-0.35064,34.829,14.687,7.3461,9.8774,5.255,1.6832,4.0622,1.7711,16.404,13.305,4.8457,15.631
1.045,1.07,1.061,-4.4511,-12.844,-12.889,208.04,39.568,-3.9277,5.1255,2.2851,-1.1515,-1.0637,19.597,16.834,6.9034,4.9427,2.101,1.3524,5.8896,1.5207,16.986,14.752,5.491,7.3174
1.045,1.07,1.0552,-4.7441,-13.769,-14.198,221.37,42.592,-2.4591,4.6892,1.7109,-0.22011,0.78385,20.458,17.597,10.299,4.9787,3.5697,0.84429,7.04,2.3259,10.629,22.61,6.802,10.741
1.045,1.07,1.0502,-4.9251,-13.976,-14.663,229.71,48.226,-5.6626,7.7622,1.7712,-1.1336,1.0513,32.903,21.117,7.3429,4.4811,2.0094,1.8936,8.6566,1.2077,11.069,12.646,7.9937,6.1465
1.045,1.07,1.0576,-4.7824,-13.006,-14.231,222.48,52.161,-6.1836,2.9883,1.9998,0.84676,-0.84465,34.063,15.461,9.726,5.0217,4.4508,3.3863,4.1342,1.8056,8.9484,5.7006,4.8807,14.784
1.045,1.07,1.0577,-4.5632,-12.879,-13.49,213.39,37.732,-3.4425,10.228,1.4691,-1.6406,0.33344,29.574,17.439,10.517,4.2834,2.1536,0.95407,5.2509,1.0799,14.323,6.738,6.5087,7.4122
1.045,1.07,1.0603,-4.1341,-11.9,-11.727,193.57,33.52,-6.3175,4.5773,1.0485,0.69324,-0.31311,10.666,19.66,9.6334,6.4961,3.648,2.6023,4.4841,1.9839,15.317,14.026,1.8722,13.818
1.045,1.07,1.0602,-4.9241,-14.172,-14.644,229.62,48.429,-4.2325,5.1133,2.0745,0.88674,-0.85304,23.947,13.408,9.2729,6.2055,4.8669,1.2645,6.1919,1.9212,15.202,15.427,5.6797,15.201
1.045,1.07,1.0515,-5.5557,-16.636,-17.261,259.24,50.138,-4.8411,10.101,1.4879,-2.395,0.3464,36.923,19.427,7.84,4.6471,3.9902,1.8431,3.8848,1.5514,24.526,20.64,4.0983,10.125
1.045,1.07,1.0562,-5.2358,-15.036,-15.996,244.18,48.29,-1.457,10.188,1.5214,0.45471,0.58213,31.429,13.83,9.2129,4.4041,4.8989,1.9113,5.6133,1.1643,11.942,20.332,6.6874,13.78
1.045,1.07,1.0532,-4.8696,-13.962,-15.337,227.04,38.97,-3.5551,5.56,2.2451,0.19545,0.25733,39.138,17.299,11.035,5.5182,3.3922,1.6523,6.6738,1.5039,7.9315,14.156,4.8511,10.206
1.045,1.07,1.0635,-4.0671,-11.695,-11.984,190.88,23.996,-3.9633,9.1549,1.1148,-1.8431,-2.7486,21.347,17.025,10.215,3.9167,1.6088,1.0557,5.6898,1.6175,12.932,11.132,5.5512,6.2326
1.045,1.07,1.0546,-5.0839,-14.571,-15.829,236.91,45.337,-3.3714,6.1909,1.4843,0.89606,0.2527,41.089,15.215,7.932,5.3867,3.8939,0.92281,6.3533,1.4333,12.341,11.947,6.5708,11.43
1.045,1.07,1.061,-4.8758,-13.047,-13.411,227.27,60.215,-5.2605,10.41,1.3899,0.99827,-0.51197,20.345,15.616,5.0962,5.5317,3.0127,1.09,5.4909,1.9109,11.838,10.031,4.6371,10.144
1.045,1.07,1.0524,-6.1618,-17.652,-18.655,286.39,73.766,-4.4623,9.6664,0.79568,1.9263,1.2742,33.545,18.508,12.528,1.9823,4.931,1.6521,5.5921,1.9784,19.279,18.473,3.1518,11.658
1.045,1.07,1.0584,-4.9601,-13.85,-14.436,231.03,55.209,-4.8452,5.7777,2.0868,0.12654,0.1069,19.903,15.188,10.44,5.6551,4.1064,2.1209,7.2416,2.1566,8.0272,19.711,4.6389,12.784
1.045,1.07,1.0642,-4.7414,-13.125,-13.266,221.22,52.619,-3.212,8.1065,1.6646,1.2131,-0.08697,14.564,14.341,8.9556,5.0298,4.5099,2.067,5.7165,1.0745,13.758,12.451,2.1828,15.403
1.045,1.07,1.0658,-4.9135,-13.817,-13.959,229.27,54.437,-4.8468,8.1764,1.3319,0.24492,0.034079,18.848,10.033,9.0156,5.9523,2.9559,1.7446,4.4817,2.3543,20.34,10.623,4.881,9.6894
1.045,1.07,1.0587,-5.3002,-15.465,-16.134,247.33,49.349,-4.2481,9.7045,1.3093,0.5345,-1.5417,29.975,14.378,6.6935,5.2756,3.9932,1.8112,7.9296,1.7617,14.58,22.358,4.4541,11.138
1.045,1.07,1.0618,-4.6261,-13.22,-13.974,216.32,36.149,-5.648,8.9936,1.865,-0.20822,-0.42482,28.141,15.869,5.934,2.7319,3.0544,1.4544,8.2241,0.50318,7.5606,19.492,4.4487,10.14
1.045,1.07,1.0537,-5.0765,-15.062,-15.982,236.96,39.059,-2.4444,7.3733,2.4145,-0.5336,-0.77606,31.951,18.44,9.8591,3.9948,5.2147,2.7852,7.4099,1.0083,10.364,25.007,4.0671,14.212
1.045,1.07,1.0588,-5.145,-15.93,-16.342,240.89,31.34,-2.6713,10.539,0.67703,0.78908,1.1686,34.349,13.818,9.0401,2.9878,2.6757,1.4888,12.704,1.2749,19.386,18.525,7.0504,7.3276
1.045,1.07,1.0553,-4.7524,-13.454,-13.946,221.88,45.71,-5.7896,8.1571,1.9611,-2.0117,0.94248,27.564,16.944,4.9674,6.6971,2.4901,2.1061,4.7891,1.4887,13.737,16.948,6.0897,8.0005
1.045,1.07,1.0594,-5.0439,-14.811,-14.833,235.33,50.439,-4.3316,5.6711,2.1306,1.2958,-0.9123,22.409,15.788,6.2951,3.8114,5.1425,2.0162,8.7483,1.9314,19.275,15.131,7.1549,15.476
1.045,1.07,1.038,-5.5384,-15.712,-17.201,257.32,59.854,-4.4866,5.2021,2.0075,-0.45724,-0.71098,40.784,25.478,10.765,9.2974,4.2956,1.5196,3.8558,1.5752,9.1897,20.373,4.8794,10.538
1.045,1.07,1.0504,-4.7929,-14.002,-14.522,223.55,41.941,-3.6415,3.7686,2.2257,1.1218,-0.040165,24.238,23.293,8.7328,4.0194,5.7186,1.0752,4.6555,1.7117,12.949,20.562,5.976,16.894
1.045,1.07,1.0572,-4.8166,-14.182,-14.835,225.29,34.053,-3.4725,10.255,2.7063,-0.28861,1.3074,28.209,15.519,13.797,5.5031,3.6414,2.2743,7.76,1.1861,13.328,14.768,4.2333,11.237
1.045,1.07,1.0543,-5.3186,-15.185,-16.397,247.76,52.487,-5.2953,7.6077,1.1381,-0.17784,-1.2424,40.096,16.182,11.76,7.6666,3.5124,2.0865,6.3556,0.59369,14.534,9.5883,2.7043,9.9715
1.045,1.07,1.0473,-5.0186,-15.287,-16.678,234.48,27.202,-4.1019,6.5919,1.9,0.0022094,1.9006,48.315,20.05,7.9282,6.0326,2.5199,1.0788,6.5139,1.9974,14.639,19.848,4.6767,6.5504
1.045,1.07,1.0584,-4.745,-14.201,-14.433,222.2,32.844,-4.5978,9.7026,1.711,0.19063,-0.94116,26.99,17.466,11.214,6.4976,2.363,1.2515,8.2004,1.4083,19.919,11.318,3.5356,7.505
1.045,1.07,1.0536,-4.6525,-13.855,-14.924,217.73,24.781,-2.7792,8.3357,1.3792,0.010736,-0.50158,33.817,17.991,13.172,7.5246,3.6104,1.1504,5.6809,1.4069,10.696,18.472,3.0839,10.878
1.045,1.07,1.0506,-5.341,-15.555,-17.036,248.58,48.646,-4.2192,3.9745,1.6088,-0.42297,0.68721,37.721,14.766,13.273,6.7491,3.669,1.7797,5.8211,1.7045,9.0192,24.302,6.4648,9.3993
1.045,1.07,1.0484,-5.8052,-16.65,-18.948,269.99,52.49,-4.2167,9.0962,2.2018,0.73366,-1.5124,54.117,16.317,11.414,4.7594,2.2651,2.1917,5.0186,0.87472,8.5759,21.427,4.7237,5.3348
1.045,1.07,1.0619,-4.7237,-13.925,-14.403,221.18,33.337,-6.2746,9.9111,1.4577,0.58445,-1.7467,26.847,14.408,14.581,4.41,4.1889,1.8042,8.4939,1.2052,16.073,7.8777,6.0314,13.728
1.045,1.07,1.0549,-5.1551,-14.849,-16.143,240.31,44.45,-3.0145,7.9306,2.4274,-0.28046,0.99055,40.867,14.893,6.6129,4.2448,2.9605,2.0922,7.0575,1.0913,10.292,19.023,5.5381,8.3682
1.045,1.07,1.0557,-5.0297,-13.985,-14.511,234.29,57.091,-3.9136,7.5991,1.8584,0.14328,1.1312,24.126,16.325,6.9553,5.1547,3.5042,2.0846,3.4504,2.4898,14.833,15.842,6.4461,10.798
1.045,1.07,1.0624,-5.0751,-14.627,-15.216,236.59,51.136,-4.5884,5.51,1.6905,-0.13974,1.1863,28.7,12.585,8.022,1.1753,4.2655,2.0758,6.9404,1.8414,16.453,14.728,7.1396,12.95
1.045,1.07,1.0663,-4.7972,-13.683,-14.157,224.18,43.812,-3.3804,9.4608,1.5134,-1.0482,-2.5795,23.564,11.371,8.6442,3.8569,5.1375,1.5137,6.1723,1.5527,13.578,15.206,5.3177,16.944
1.045,1.07,1.0579,-4.8583,-14.283,-14.105,226.7,48.706,-2.8036,4.1908,1.692,0.40491,0.51083,17.122,14.142,8.787,6.8064,5.3257,2.1383,6.5558,2.0871,20.67,14.805,8.1135,16.506
1.045,1.07,1.0513,-4.9334,-14.043,-14.982,229.99,45.354,-2.0127,6.8181,1.3404,0.53881,-1.2785,33.715,19.745,6.037,4.8327,2.7181,2.273,6.6757,0.9218,9.7466,18.023,7.2641,8.0684
1.045,1.07,1.0548,-4.3817,-12.873,-13.353,204.88,29.404,-2.662,4.4956,2.4866,0.54008,-0.019175,29.148,21.969,7.9504,5.038,4.9244,1.2703,5.3824,1.6813,15.194,9.9843,2.9698,16.794
1.045,1.07,1.063,-4.9187,-14.074,-14.357,229.08,55.069,-4.5538,1.6151,1.4087,-0.16932,-1.848,18.773,15.609,8.604,3.7461,1.7802,2.7342,8.9493,1.9539,13.307,20.738,2.3627,5.5916
1.045,1.07,1.0568,-5.3655,-15.044,-16.163,249.73,58.928,-2.8324,8.1915,1.3613,-1.3406,-1.1336,31.718,14.451,11.594,4.6102,5.1284,1.3219,4.0428,1.6206,11.568,17.542,5.6366,14.495
1.045,1.07,1.0564,-4.7237,-13.549,-13.409,220.28,51.428,-4.1002,3.7714,2.3666,-1.1926,1.1867,16.189,16.18,10.187,7.8477,3.6224,2.0835,5.3513,1.205,19.416,12.079,6.5513,11.834
1.045,1.07,1.0575,-5.4428,-15.955,-16.656,253.77,52.84,-5.9496,7.9476,1.0425,1.8635,-0.41252,31.877,14.108,7.1191,4.3671,2.2604,1.9327,5.5473,1.0136,20.608,20.736,6.249,6.0988
1.045,1.07,1.0607,-5.0443,-13.947,-14.642,235.31,53.467,-4.4753,11.571,1.3186,1.1093,1.101,23.056,11.875,17.345,6.1486,2.5378,1.6606,9.599,1.7647,9.5966,6.406,5.265,8.0293
1.045,1.07,1.0642,-4.9497,-14.213,-14.547,230.75,52.71,-5.5025,4.0837,1.7531,-0.9971,-0.82946,21.816,14.561,11.804,3.4812,2.2111,2.1164,8.397,1.2933,16.297,14.056,2.2721,7.0256
1.045,1.07,1.055,-5.0807,-14.787,-15.893,237.11,41.283,-1.5047,8.4188,0.67303,-0.32014,-2.0696,35.235,15.308,9.7913,6.5428,1.4704,2.5654,5.5858,1.632,12.786,21.695,4.6666,4.1576
1.045,1.07,1.0461,-5.5403,-15.844,-17.515,257.64,53.542,-0.72157,6.9707,1.6285,1.3393,-2.1963,45.699,18.36,10.351,7.7257,3.4576,1.9672,8.6857,1.5226,7.0685,17.2,6.1811,8.751
1.045,1.07,1.0499,-5.4283,-15.615,-16.887,252.53,54.902,-3.1108,5.331,1.6529,-0.39117,1.1914,43.513,16.774,6.6928,5.2295,2.6104,2.2777,8.7316,1.4343,11.58,16.817,6.9858,6.9328
1.045,1.07,1.0502,-5.7966,-16.326,-17.49,269.55,67.545,-5.479,9.6586,1.2013,0.98195,0.99406,37.855,16.407,8.7475,6.6522,3.0598,1.8706,6.1617,0.99578,14.456,16.5,5.6465,7.8263
1.045,1.07,1.0555,-4.4325,-12.807,-13.753,207.71,23.555,-3.3914,11.61,1.7811,1.0274,-0.41332,29.893,20.041,10.559,6.3203,2.3967,1.7184,4.57,1.521,9.2656,16.715,1.1093,7.9817
1.045,1.07,1.0491,-4.7618,-14.636,-15.292,222.88,25.832,-5.2253,6.5297,1.3508,-0.20375,0.31959,44.854,25.306,3.2079,5.3363,4.2973,2.6102,6.7645,1.097,21.781,10.275,1.2755,12.572
1.045,1.07,1.0463,-5.4673,-15.334,-16.9,254.27,57.201,-2.8005,8.1134,1.2759,-0.043333,-0.63981,41.033,20.859,11.342,5.4781,5.2414,1.6281,3.4761,1.7697,9.3685,15.657,5.8052,13.869
1.045,1.07,1.0558,-5.3474,-15.3,-15.383,248.97,64.044,-3.2033,6.5848,1.6238,0.34469,-1.294,17.745,16.935,10.023,6.3798,2.9638,0.51623,8.2955,2.4003,16.932,19.584,6.5128,8.3362
1.045,1.07,1.0575,-4.98,-13.693,-14.545,232.2,52.334,-5.0151,10.351,1.5164,1.4996,0.95272,30.403,17.74,1.518,4.2669,2.1113,2.3393,4.8142,1.0779,10.513,18.191,2.3027,6.6412
1.045,1.07,1.0747,-4.6263,-13.56,-14.389,216.55,30.628,-5.2287,7.8494,2.2132,-0.34663,-1.7911,29.9,0.065002,8.574,5.041,1.5044,1.6767,8.5017,2.103,13.014,17.842,7.4099,5.0627
1.045,1.07,1.0664,-4.6279,-12.865,-13.948,216.13,39.593,-4.7955,8.0936,1.1194,0.7599,-0.731,31.155,12.228,9.1148,1.7084,3.5523,0.78508,7.8607,1.6713,6.3894,10.818,4.4931,12.358
1.045,1.07,1.058,-5.0854,-13.871,-14.285,236.93,62.336,-3.7738,10.403,1.388,-1.2154,-0.24803,22.285,17.706,10.579,4.2623,2.611,1.9853,10.486,1.7568,8.6592,9.9665,4.5928,8.2314
1.045,1.07,1.0496,-5.6085,-15.632,-16.729,260.85,65.47,-2.4329,9.7052,0.074275,1.1812,0.1868,37.457,20.465,8.663,5.117,3.2713,2.7382,6.2688,2.1506,13.768,11.621,3.2929,8.8082
1.045,1.07,1.0533,-5.4632,-15.523,-16.739,254.07,57.948,-1.4443,6.1247,1.7597,1.8814,-1.6205,40.127,18.485,4.9212,5.0792,3.5919,1.5233,5.7844,1.4607,14.052,16.797,2.524,9.74
1.045,1.07,1.0559,-4.178,-12.416,-12.372,195.81,26.692,-4.327,5.2615,1.23,-1.1883,1.949,22.578,19.843,8.3201,5.1401,3.1765,1.1931,5.4999,2.2889,19.041,9.2604,7.1257,11.396
1.045,1.07,1.0508,-4.9132,-13.74,-13.754,229.34,54.29,-4.997,11.204,1.5662,-0.13849,-0.052632,17.188,24.133,9.6014,7.1099,2.5901,0.57738,5.771,1.0363,15.334,13.349,4.2012,8.1818
1.045,1.07,1.0499,-4.2315,-12.752,-13.034,198.45,19.935,-4.5832,6.9774,2.1727,0.19549,-0.38891,28.51,24.2,5.9632,6.8533,3.7232,2.0448,9.2456,2.0478,11.374,15.102,5.474,12.237
1.045,1.07,1.0602,-4.6653,-13.364,-13.151,217.6,51.044,-3.4496,3.2044,1.9008,-0.28275,-1.7408,10.337,18.389,10.365,3.0419,3.2648,2.4937,6.4814,1.0224,16.573,17.343,6.4108,10.782
1.045,1.07,1.0517,-5.2499,-15.249,-16.628,244.62,46.076,-4.005,6.1823,1.2099,-0.86441,-1.749,39.534,17.292,10.32,7.1291,5.478,1.7723,5.8335,1.5462,9.4224,20.705,3.8644,14.852
1.045,1.07,1.0537,-5.5416,-15.725,-17.133,257.82,58.678,-6.5935,7.0721,1.5857,0.41982,0.0105,41.377,17.488,6.686,3.1748,2.7242,2.3292,3.8162,1.7515,14.452,19.269,3.7656,7.2676
1.045,1.07,1.0532,-4.8831,-13.532,-14.766,227.63,45.966,-3.7538,8.637,1.9631,-0.067316,-0.071717,37.734,20.15,5.007,4.2023,2.8992,2.0674,2.8736,1.6152,10.256,14.347,3.5039,9.0572
1.045,1.07,1.0497,-5.0048,-15.17,-16.061,233.79,32.947,-3.7447,6.017,1.2809,1.2195,0.63778,37.08,23.14,11.346,1.1666,1.4452,2.5214,8.9991,2.3569,15.453,18.462,5.8976,3.9516
1.045,1.07,1.0585,-4.4611,-12.277,-13.161,207.87,43.488,-2.3359,2.8848,1.9334,-0.46557,-0.97933,31.666,16.946,3.3176,6.2638,3.6366,0.84187,6.1747,1.2412,6.9469,12.077,3.7142,12.832
1.045,1.07,1.0622,-4.968,-14.383,-14.641,232.09,46.041,-3.9841,9.9517,2.7168,0.4236,-1.3183,21.966,13.666,9.9067,4.644,5.4697,1.4619,7.6074,1.9082,16.062,14.221,5.5185,17.057
1.045,1.07,1.0577,-4.6417,-13.59,-14.696,217.26,26.336,-0.5224,10.253,0.74334,-0.36977,-0.89681,35.276,11.946,11.607,6.8823,3.9544,2.2016,5.4509,1.2573,10.626,15.102,7.2912,12.448
1.045,1.07,1.0482,-5.867,-17.379,-18.575,273.44,52.215,-3.2074,12.566,2.5317,0.76867,0.079918,46.448,16.758,4.8044,8.2164,5.4222,1.8883,5.7276,1.7954,19.089,21.231,3.4895,12.758
1.045,1.07,1.0633,-4.3406,-12.375,-12.499,203.2,35.15,-3.8019,8.215,1.5052,0.22208,-1.1215,11.03,11.206,11.726,9.218,4.0474,1.1705,7.6133,2.098,8.0261,19.283,5.6951,14.361
1.045,1.07,1.06,-5.2852,-14.514,-15.485,245.91,63.784,-3.7937,7.9437,1.1339,-2.1412,-0.95349,30.189,13.137,11.691,6.4965,2.7887,1.3657,6.6414,1.7559,10.757,12.442,2.7489,8.3286
1.045,1.07,1.0606,-5.1286,-14.257,-15.415,238.82,54.774,-3.4852,6.9419,0.39227,-0.27401,-1.1636,38.497,13.643,10.558,5.7323,2.8168,1.4798,5.7782,1.468,14.779,3.9763,2.1323,8.6727
1.045,1.07,1.0616,-4.8419,-13.943,-14.531,226.27,40.637,-2.997,9.8989,1.6943,0.75224,0.46172,27.223,13.644,10.357,6.5408,2.6151,2.1652,6.9434,1.4231,15.147,12.904,1.2244,8.3918
1.045,1.07,1.0567,-4.6487,-13.194,-14.555,217.27,31.813,-4.9194,9.3161,1.834,0.74535,-0.7169,37.105,14.277,12.245,5.65,2.9761,1.8156,4.6666,0.7108,8.625,10.814,7.1758,9.66
1.045,1.07,1.0502,-4.5772,-13.481,-14.869,214.04,23.679,-4.0328,6.8837,1.8905,-0.07766,-0.39293,39.275,18.43,9.6595,7.4637,2.5904,1.4647,6.2091,1.5669,5.8675,21.015,6.0328,7.5125
1.045,1.07,1.0569,-4.7994,-13.099,-13.04,223.63,60.625,-3.8081,7.4923,1.861,-0.89599,0.11038,13.361,17.814,7.9069,8.0423,2.3721,2.1341,4.9092,1.3035,14.851,13.367,3.9109,7.9051
1.045,1.07,1.0515,-5.6763,-16.312,-17.061,263.76,66.684,-0.68617,4.8062,1.0956,0.88003,3.1271,29.245,17.548,8.4344,4.9044,4.7604,1.2808,5.4292,1.7959,16.586,22.758,3.4225,12.103
1.045,1.07,1.0417,-5.2617,-15.277,-16.141,245.04,51.625,-5.848,5.5522,1.6757,0.66052,-0.45803,34.437,27.009,13.398,7.2543,2.5194,2.1069,7.7357,2.9526,13.847,13.365,4.4487,6.7759
1.045,1.07,1.0563,-4.8466,-13.883,-14.854,226.32,39.341,-3.7166,8.8298,1.5109,0.83925,0.9631,34.63,15.804,9.0602,6.2147,1.7569,2.222,4.0491,1.5784,15.398,12.583,3.5397,5.5073
1.045,1.07,1.0494,-4.7729,-13.6,-13.328,222.42,54.63,-3.6784,3.826,1.7771,1.2904,1.6386,11.619,23.566,12.221,6.8388,2.7605,1.7557,7.7035,1.7424,16.283,12.432,6.3236,8.7646
1.045,1.07,1.06,-4.7232,-13.041,-13.783,220.34,48.571,-5.6153,7.6515,1.6501,-2.0874,-1.0592,21.127,14.133,13.442,5.2702,3.6314,0.5193,3.3671,1.7058,9.3587,15.916,7.2822,12.088
1.045,1.07,1.0565,-5.5441,-15.763,-17.351,258.32,51.72,-3.85,11.864,1.9109,1.1907,0.22623,37.998,13.264,9.2403,3.3363,4.8981,1.5371,3.7246,1.5843,9.1145,25.092,4.4507,12.758
1.045,1.07,1.0627,-5.298,-14.039,-14.805,246.33,72.548,-5.446,9.5697,1.7353,0.22896,0.33322,21.882,12.781,12.108,4.9981,3.6083,1.1883,8.2913,1.5497,7.1262,9.1888,2.6879,11.091
1.045,1.07,1.0532,-5.121,-14.892,-15.778,238.94,44.887,-4.4905,8.4445,1.6529,-0.56357,1.0189,33.417,15.485,7.668,8.4044,3.9888,2.5691,7.5161,1.9976,11.06,21.21,3.6333,11.3
1.045,1.07,1.0592,-5.0929,-14.441,-15.328,237.49,49.482,-2.7977,8.8966,1.3171,0.35065,-0.18079,29.914,12.066,2.417,5.8469,3.6587,2.3397,4.1833,1.18,11.338,25.942,5.0865,10.539
1.045,1.07,1.0609,-4.0884,-11.391,-11.675,191.49,30.958,-4.5087,8.3648,1.7139,-0.32772,1.7534,16.309,13.928,8.3751,7.6847,3.9052,1.7881,4.0377,1.2925,8.9778,14.145,5.3088,15.075
1.045,1.07,1.0686,-4.1199,-11.272,-11.569,192.77,37.444,-3.7549,6.9542,0.35884,-2.426,-1.1246,16.844,9.0482,6.6438,6.7818,4.6333,1.7967,4.0685,1.5734,9.2013,12.577,5.4744,18.492
1.045,1.07,1.0533,-5.2562,-14.94,-15.404,244.48,62.537,-2.3289,3.8313,1.0765,-1.2795,-0.009529,21.056,20.068,9.9878,6.2642,2.3338,1.8309,5.3952,1.0964,14.169,24.358,1.5745,6.5365
1.045,1.07,1.061,-4.5325,-13.091,-13.082,211.96,39.921,-3.9753,7.1225,1.6499,0.33159,-0.85737,16.009,15.446,10.312,6.1504,3.1773,0.75909,6.7977,1.8115,16.072,13.636,6.2382,10.919
1.045,1.07,1.0554,-4.5475,-13.848,-14.217,213.33,21.341,-3.1666,10.489,1.8626,0.88245,0.59547,35.671,20.251,7.6718,4.0441,2.9056,1.1638,8.7059,0.80383,20.345,6.7534,5.4184,9.3518
1.045,1.07,1.0649,-4.9287,-13.656,-14.018,229.78,55.869,-3.3772,7.9556,1.0094,1.4446,0.95994,22.666,12.834,6.169,3.3562,0.71641,1.3059,8.043,1.4682,14.895,11.855,3.8757,2.3456
1.045,1.07,1.0556,-4.964,-13.92,-14.46,231.12,56.066,-3.9784,4.4688,1.5402,-0.30529,-0.51115,31.577,19.751,5.7227,4.5043,4.3673,1.9349,9.5215,1.9834,12.551,6.8747,4.2019,13.819
1.045,1.07,1.0497,-5.4427,-15.556,-16.961,253.15,55.23,-3.2638,5.4205,1.0737,0.95509,0.21965,37.345,18.621,17.318,3.984,3.0934,2.4402,6.5632,1.6158,11.551,12.925,6.0378,8.2611
1.045,1.07,1.0618,-4.9451,-13.501,-14.14,230.13,59.663,-3.3829,5.4571,1.7398,0.11042,-0.27771,19.275,9.9983,8.935,7.3677,2.0984,1.8266,3.9038,1.633,10.921,19.341,5.9684,6.6767
1.045,1.07,1.0658,-4.5966,-12.832,-13.341,215.2,38.212,-4.2942,13.663,1.3796,1.0138,-0.73704,21.596,17.826,11.561,0.90057,2.6024,2.1717,8.1894,1.6357,10.11,9.6484,-0.38613,9.2188
